timestamp,lp_1
2019-05-16 09:52:39,116.7
2019-05-16 09:52:42,116.7
2019-05-16 09:52:45,116.7
2019-05-16 09:52:45,117.0
2019-05-16 09:52:46,117.0
2019-05-16 09:52:47,117.0
2019-05-16 09:52:48,116.8
2019-05-16 09:52:49,116.8
2019-05-16 09:52:52,116.8
2019-05-16 09:52:54,116.8
2019-05-16 09:52:55,116.8
2019-05-16 09:52:55,116.8
2019-05-16 09:52:57,116.75
2019-05-16 09:52:58,116.75
2019-05-16 09:52:59,116.75
2019-05-16 09:53:00,116.75
2019-05-16 09:53:01,116.75
2019-05-16 09:53:02,116.75
2019-05-16 09:53:04,116.75
2019-05-16 09:53:05,116.75
2019-05-16 09:53:05,116.75
2019-05-16 09:53:06,116.75
2019-05-16 09:53:07,116.75
2019-05-16 09:53:07,116.75
2019-05-16 09:53:08,116.75
2019-05-16 09:53:09,116.7
2019-05-16 09:53:10,116.7
2019-05-16 09:53:11,116.7
2019-05-16 09:53:13,116.7
2019-05-16 09:53:13,116.7
2019-05-16 09:53:14,116.7
2019-05-16 09:53:16,116.7
2019-05-16 09:53:18,116.7
2019-05-16 09:53:18,116.7
2019-05-16 09:53:19,116.7
2019-05-16 09:53:20,116.7
2019-05-16 09:53:21,116.7
2019-05-16 09:53:22,116.7
2019-05-16 09:53:23,116.7
2019-05-16 09:53:24,116.7
2019-05-16 09:53:26,116.7
2019-05-16 09:53:27,116.75
2019-05-16 09:53:28,116.75
2019-05-16 09:53:29,116.75
2019-05-16 09:53:30,116.75
2019-05-16 09:53:31,116.75
2019-05-16 09:53:32,116.75
2019-05-16 09:53:33,116.75
2019-05-16 09:53:34,116.75
2019-05-16 09:53:35,116.75
2019-05-16 09:53:36,116.75
2019-05-16 09:53:38,116.7
2019-05-16 09:53:39,116.7
2019-05-16 09:53:40,116.7
2019-05-16 09:53:45,116.7
2019-05-16 09:53:46,116.7
2019-05-16 09:53:47,116.65
2019-05-16 09:53:48,116.65
2019-05-16 09:53:49,116.65
2019-05-16 09:53:50,116.65
2019-05-16 09:53:51,116.65
2019-05-16 09:53:52,116.65
2019-05-16 09:53:53,116.65
2019-05-16 09:53:53,116.8
2019-05-16 09:53:54,116.8
2019-05-16 09:53:55,116.8
2019-05-16 09:53:57,116.8
2019-05-16 09:53:58,116.8
2019-05-16 09:54:00,116.8
2019-05-16 09:54:01,116.85
