ST,LT,targetPercentage,stopLossPercentage,entryDifference,profitPercentage
1,500,0.002,0.008,1e-06,-0.26176374529356394
1,500,0.003,0.008,1e-06,0.21661166645168262
1,500,0.005,0.008,1e-06,-0.10576928663543761
1,500,0.0015,0.01,1e-06,-0.35486972932421423
1,500,0.002,0.01,1e-06,-0.05542468818064972
1,500,0.003,0.01,1e-06,0.42394038946518275
1,500,0.005,0.01,1e-06,0.10089249274249923
1,500,0.0015,0.002,5e-06,0.14247540955674154
1,500,0.002,0.002,5e-06,0.9362460916896964
1,500,0.003,0.002,5e-06,0.8588310715700542
1,500,0.005,0.002,5e-06,-0.3037510552479916
1,500,0.0015,0.006,5e-06,-0.11678445520345582
1,500,0.002,0.006,5e-06,1.2810965248787998
1,500,0.003,0.006,5e-06,0.9817307417292476
1,500,0.005,0.006,5e-06,-1.5110290318743336
1,500,0.0015,0.008,5e-06,-0.6738425862317099
1,500,0.002,0.008,5e-06,0.7162422795392143
1,500,0.003,0.008,5e-06,1.2047717604751762
1,500,0.005,0.008,5e-06,-1.791313858172905
1,500,0.0015,0.01,5e-06,-0.8693695083508479
1,500,0.002,0.01,5e-06,0.5179789280406633
1,500,0.003,0.01,5e-06,1.0055467220629666
1,500,0.005,0.01,5e-06,-2.569383720576046
1,500,0.0015,0.002,1e-05,0.2726321658571784
1,500,0.002,0.002,1e-05,2.0391809837593478
1,500,0.003,0.002,1e-05,2.1656026215579605
1,500,0.005,0.002,1e-05,0.8199714709096417
1,500,0.0015,0.006,1e-05,1.0364281338867354
1,500,0.002,0.006,1e-05,3.1257692770914502
1,500,0.003,0.006,1e-05,3.2317505050741824
1,500,0.005,0.006,1e-05,2.13393863294149
1,500,0.0015,0.008,1e-05,0.4729384272823989
1,500,0.002,0.008,1e-05,2.5506271175101958
1,500,0.003,0.008,1e-05,3.4597612019642288
1,500,0.005,0.008,1e-05,2.0589572305885095
1,500,0.0015,0.01,1e-05,0.2751540276994646
1,500,0.002,0.01,1e-05,2.348752717012159
1,500,0.003,0.01,1e-05,3.256097140072245
1,500,0.005,0.01,1e-05,1.4549707021976666
1,500,0.0015,0.002,5e-05,-2.1945034988532286
1,500,0.002,0.002,5e-05,-1.6563454781513332
1,500,0.003,0.002,5e-05,-2.9855249965552333
1,500,0.005,0.002,5e-05,-5.108470989357472
1,500,0.0015,0.006,5e-05,5.592391162430044
1,500,0.002,0.006,5e-05,4.445444595752357
1,500,0.003,0.006,5e-05,0.1478564706523855
1,500,0.005,0.006,5e-05,2.553299911565321
1,500,0.0015,0.008,5e-05,4.393824532979673
1,500,0.002,0.008,5e-05,3.5663855139821843
1,500,0.003,0.008,5e-05,0.026321178000987544
1,500,0.005,0.008,5e-05,3.06746284476227
1,500,0.0015,0.01,5e-05,4.073364686350134
1,500,0.002,0.01,5e-05,3.195307991645091
1,500,0.003,0.01,5e-05,-1.9986589767879037
1,500,0.005,0.01,5e-05,1.433008561467397
4,500,0.0015,0.002,1e-06,-0.5838817228034032
4,500,0.002,0.002,1e-06,-0.8324216862039879
4,500,0.003,0.002,1e-06,-0.6343440798704081
4,500,0.005,0.002,1e-06,-0.2375959979834419
4,500,0.0015,0.006,1e-06,-0.918727544656095
4,500,0.002,0.006,1e-06,-1.5134815454698636
4,500,0.003,0.006,1e-06,-1.2182583650144463
4,500,0.005,0.006,1e-06,-1.4016933880355409
4,500,0.0015,0.008,1e-06,-0.8399038410268345
4,500,0.002,0.008,1e-06,-1.3118224110669097
4,500,0.003,0.008,1e-06,-1.0159947372050948
4,500,0.005,0.008,1e-06,-1.1998053583135215
4,500,0.0015,0.01,1e-06,-1.0398637042230097
4,500,0.002,0.01,1e-06,-1.5108306336701238
4,500,0.003,0.01,1e-06,-1.2155995068417247
4,500,0.005,0.01,1e-06,-1.3990394672905193
4,500,0.0015,0.002,5e-06,0.40144513093243184
4,500,0.002,0.002,5e-06,0.9248462426668658
4,500,0.003,0.002,5e-06,1.7395906112870785
4,500,0.005,0.002,5e-06,2.368556849687997
4,500,0.0015,0.006,5e-06,-1.5730881776116035
4,500,0.002,0.006,5e-06,-1.3580004657449463
4,500,0.003,0.006,5e-06,1.0435701718623847
4,500,0.005,0.006,5e-06,0.8297046427723664
4,500,0.0015,0.008,5e-06,-1.7245258491952686
4,500,0.002,0.008,5e-06,-1.7027533847997933
4,500,0.003,0.008,5e-06,0.5646134395920432
4,500,0.005,0.008,5e-06,-0.048943914646215614
4,500,0.0015,0.01,5e-06,-2.3143381205184443
4,500,0.002,0.01,5e-06,-1.3075450490186769
4,500,0.003,0.01,5e-06,1.0697253421412256
4,500,0.005,0.01,5e-06,-0.012895572500537522
4,500,0.0015,0.002,1e-05,1.3958925405405331
4,500,0.002,0.002,1e-05,2.5876672645795074
4,500,0.003,0.002,1e-05,4.602758424954656
4,500,0.005,0.002,1e-05,6.401617506779456
4,500,0.0015,0.006,1e-05,1.5271509349704226
4,500,0.002,0.006,1e-05,3.027319134642159
4,500,0.003,0.006,1e-05,6.448321773745658
4,500,0.005,0.006,1e-05,8.87561976679545
4,500,0.0015,0.008,1e-05,1.3276120582547124
4,500,0.002,0.008,1e-05,2.617899219416575
4,500,0.003,0.008,1e-05,5.898460078468415
4,500,0.005,0.008,1e-05,7.779769895027999
4,500,0.0015,0.01,1e-05,0.7194820081861453
4,500,0.002,0.01,1e-05,3.0304789260547915
4,500,0.003,0.01,1e-05,6.430362611752605
4,500,0.005,0.01,1e-05,7.818641740646615
4,500,0.0015,0.002,5e-05,-2.918689540010533
4,500,0.002,0.002,5e-05,-1.1769017822139127
4,500,0.003,0.002,5e-05,-1.8788923173046257
4,500,0.005,0.002,5e-05,2.1852163578642614
4,500,0.0015,0.006,5e-05,-1.190982530585294
4,500,0.002,0.006,5e-05,-0.7355711255805919
4,500,0.003,0.006,5e-05,2.8179838977932414
4,500,0.005,0.006,5e-05,6.440112154263056
4,500,0.0015,0.008,5e-05,-4.298925103734341
4,500,0.002,0.008,5e-05,-4.688589782334118
4,500,0.003,0.008,5e-05,-1.6437783792548788
4,500,0.005,0.008,5e-05,0.7135903900660434
4,500,0.0015,0.01,5e-05,-6.640787850400054
4,500,0.002,0.01,5e-05,-6.640367206725539
4,500,0.003,0.01,5e-05,-2.959708464276467
4,500,0.005,0.01,5e-05,-0.44480179357875294
12,500,0.0015,0.002,1e-06,-0.26088312090145616
12,500,0.002,0.002,1e-06,-0.4602018201270375
12,500,0.003,0.002,1e-06,-0.7061654633528702
12,500,0.005,0.002,1e-06,-1.201742497664271
12,500,0.0015,0.006,1e-06,-0.17245047551958104
12,500,0.002,0.006,1e-06,-0.7217868581990805
12,500,0.003,0.006,1e-06,-0.3709993120772803
12,500,0.005,0.006,1e-06,0.48318992806659633
12,500,0.0015,0.008,1e-06,-0.3733511588049132
12,500,0.002,0.008,1e-06,-0.8055404805892841
12,500,0.003,0.008,1e-06,-0.4550488677518283
12,500,0.005,0.008,1e-06,0.6008767434567464
12,500,0.0015,0.01,1e-06,-0.5742518420902454
12,500,0.002,0.01,1e-06,-1.0055696387248347
12,500,0.003,0.01,1e-06,-0.6557848046992998
12,500,0.005,0.01,1e-06,0.6008767434567464
12,500,0.0015,0.002,5e-06,-1.7831385876233452
12,500,0.002,0.002,5e-06,-1.490431860509478
12,500,0.003,0.002,5e-06,-2.1146464928356146
12,500,0.005,0.002,5e-06,-2.0161455106953885
12,500,0.0015,0.006,5e-06,-1.4518209679733052
12,500,0.002,0.006,5e-06,-1.3832068272052078
12,500,0.003,0.006,5e-06,-2.197344483963337
12,500,0.005,0.006,5e-06,-1.6159743719132202
12,500,0.0015,0.008,5e-06,-2.4340027018563415
12,500,0.002,0.008,5e-06,-2.2517226711015637
12,500,0.003,0.008,5e-06,-3.2537824272339644
12,500,0.005,0.008,5e-06,-2.6786921185511847
12,500,0.0015,0.01,5e-06,-2.284544557944823
12,500,0.002,0.01,5e-06,-2.0530998421455005
12,500,0.003,0.01,5e-06,-3.50277805745961
12,500,0.005,0.01,5e-06,-2.5643210642799175
12,500,0.0015,0.002,1e-05,-2.2731045701277264
12,500,0.002,0.002,1e-05,-1.7502643055764655
12,500,0.003,0.002,1e-05,-1.2730850023738305
12,500,0.005,0.002,1e-05,-2.017193507859072
12,500,0.0015,0.006,1e-05,-0.4768401128393607
12,500,0.002,0.006,1e-05,-0.7326733404465324
12,500,0.003,0.006,1e-05,0.7363356607182903
12,500,0.005,0.006,1e-05,0.4709768757950039
12,500,0.0015,0.008,1e-05,-1.6425180487883217
12,500,0.002,0.008,1e-05,-1.9781183671578217
12,500,0.003,0.008,1e-05,-0.5275401026339388
12,500,0.005,0.008,1e-05,-0.7999057590555081
12,500,0.0015,0.01,1e-05,-2.064408562130182
12,500,0.002,0.01,1e-05,-2.595386129060584
12,500,0.003,0.01,1e-05,-1.153942510636874
12,500,0.005,0.01,1e-05,-1.2500631821486863
12,500,0.0015,0.002,5e-05,0.3634606295656262
12,500,0.002,0.002,5e-05,1.3580906098046297
12,500,0.003,0.002,5e-05,0.8613290227243109
12,500,0.005,0.002,5e-05,1.5261224525788597
12,500,0.0015,0.006,5e-05,2.4246961140895307
12,500,0.002,0.006,5e-05,5.684314214635777
12,500,0.003,0.006,5e-05,2.71621771288153
12,500,0.005,0.006,5e-05,9.109209289116272
12,500,0.0015,0.008,5e-05,-0.14152518855642393
12,500,0.002,0.008,5e-05,3.147857232690865
12,500,0.003,0.008,5e-05,2.559715557338693
12,500,0.005,0.008,5e-05,9.177863223137116
12,500,0.0015,0.01,5e-05,-1.115599669887113
12,500,0.002,0.01,5e-05,1.97221877534981
12,500,0.003,0.01,5e-05,1.6837541422982216
12,500,0.005,0.01,5e-05,8.211187578165259
20,500,0.0015,0.002,1e-06,0.2703202333054433
20,500,0.002,0.002,1e-06,0.37959781252854263
20,500,0.003,0.002,1e-06,0.3943371213044333
20,500,0.005,0.002,1e-06,0.09409799486892467
20,500,0.0015,0.006,1e-06,0.6218640134917797
20,500,0.002,0.006,1e-06,0.7820014915505658
20,500,0.003,0.006,1e-06,0.8979201713501972
20,500,0.005,0.006,1e-06,0.3975494491728515
20,500,0.0015,0.008,1e-06,0.6218640134917797
20,500,0.002,0.008,1e-06,0.7820014915505658
20,500,0.003,0.008,1e-06,0.8979201713501972
20,500,0.005,0.008,1e-06,0.1983078747657352
20,500,0.0015,0.01,1e-06,0.6218640134917797
20,500,0.002,0.01,1e-06,0.7820014915505658
20,500,0.003,0.01,1e-06,0.8979201713501972
20,500,0.005,0.01,1e-06,-0.0001446240991409553
20,500,0.0015,0.002,5e-06,0.06109868517130135
20,500,0.002,0.002,5e-06,0.7430243650904611
20,500,0.003,0.002,5e-06,1.1612346611502788
20,500,0.005,0.002,5e-06,1.9945598263821918
20,500,0.0015,0.006,5e-06,0.4801407034393579
20,500,0.002,0.006,5e-06,0.9631076065625521
20,500,0.003,0.006,5e-06,1.2945840847382595
20,500,0.005,0.006,5e-06,1.9273555929030017
20,500,0.0015,0.008,5e-06,-0.12248405046605404
20,500,0.002,0.008,5e-06,0.35758628215973864
20,500,0.003,0.008,5e-06,0.6870747462891957
20,500,0.005,0.008,5e-06,1.1149868727910572
20,500,0.0015,0.01,5e-06,-0.7219111714781401
20,500,0.002,0.01,5e-06,-0.2447220396374794
20,500,0.003,0.01,5e-06,0.08278895919779927
20,500,0.005,0.01,5e-06,0.3090667812514214
20,500,0.0015,0.002,1e-05,-1.7942581409165492
20,500,0.002,0.002,1e-05,-0.551229977650014
20,500,0.003,0.002,1e-05,-0.5974400901612165
20,500,0.005,0.002,1e-05,-1.502315006882704
20,500,0.0015,0.006,1e-05,-1.7685855073697243
20,500,0.002,0.006,1e-05,-0.4746880096872408
20,500,0.003,0.006,1e-05,-0.6443912123501483
20,500,0.005,0.006,1e-05,-2.2366475456512824
20,500,0.0015,0.008,1e-05,-2.6046229696528367
20,500,0.002,0.008,1e-05,-1.2722898185453912
20,500,0.003,0.008,1e-05,-1.2806995871228244
20,500,0.005,0.008,1e-05,-3.288547305508549
20,500,0.0015,0.01,1e-05,-1.8900842669150375
20,500,0.002,0.01,1e-05,-1.0368009566666947
20,500,0.003,0.01,1e-05,-0.9168421357169998
20,500,0.005,0.01,1e-05,-2.8780781659423327
20,500,0.0015,0.002,5e-05,-2.4899592987040142
20,500,0.002,0.002,5e-05,-0.9250202138173513
20,500,0.003,0.002,5e-05,1.3833959528386952
20,500,0.005,0.002,5e-05,-0.36207513746877584
20,500,0.0015,0.006,5e-05,-5.9446836192552865
20,500,0.002,0.006,5e-05,-4.6905830015132155
20,500,0.003,0.006,5e-05,-4.506997595109352
20,500,0.005,0.006,5e-05,-4.43941627360418
20,500,0.0015,0.008,5e-05,-9.082654230484232
20,500,0.002,0.008,5e-05,-7.826646623309719
20,500,0.003,0.008,5e-05,-8.06778340423503
20,500,0.005,0.008,5e-05,-8.320074402409084
20,500,0.0015,0.01,5e-05,-8.13349797532088
20,500,0.002,0.01,5e-05,-7.301313677325149
20,500,0.003,0.01,5e-05,-7.065895779731446
20,500,0.005,0.01,5e-05,-5.977523927936923
1,750,0.0015,0.002,1e-06,-0.049700429649213174
1,750,0.002,0.002,1e-06,0.1002803611478198
1,750,0.003,0.002,1e-06,-0.28198667433729785
1,750,0.005,0.002,1e-06,-0.08150848124555132
1,750,0.0015,0.006,1e-06,0.6523717361123449
1,750,0.002,0.006,1e-06,0.9044569276231096
1,750,0.003,0.006,1e-06,-0.5805168123925064
1,750,0.005,0.006,1e-06,-0.6795564873439797
1,750,0.0015,0.008,1e-06,0.6523717361123449
1,750,0.002,0.008,1e-06,0.9044569276231096
1,750,0.003,0.008,1e-06,0.4559824678359359
1,750,0.005,0.008,1e-06,0.5576709069945895
1,750,0.0015,0.01,1e-06,0.6523717361123449
1,750,0.002,0.01,1e-06,0.9044569276231096
1,750,0.003,0.01,1e-06,0.4559824678359359
1,750,0.005,0.01,1e-06,0.5576709069945895
1,750,0.0015,0.002,5e-06,-0.7290944698004842
1,750,0.002,0.002,5e-06,-0.08168768559869699
1,750,0.003,0.002,5e-06,-1.4538627117045566
1,750,0.005,0.002,5e-06,-3.0469973899166614
1,750,0.0015,0.006,5e-06,1.4965782402714067
1,750,0.002,0.006,5e-06,2.5682150904902112
1,750,0.003,0.006,5e-06,-0.18179036330724374
1,750,0.005,0.006,5e-06,-0.6515670254149786
1,750,0.0015,0.008,5e-06,1.088470176446199
1,750,0.002,0.008,5e-06,2.1557980770663843
1,750,0.003,0.008,5e-06,0.17766727543340188
1,750,0.005,0.008,5e-06,0.2840712990284988
1,750,0.0015,0.01,5e-06,1.8509494722638964
1,750,0.002,0.01,5e-06,2.977724248259328
1,750,0.003,0.01,5e-06,0.6808356403258164
1,750,0.005,0.01,5e-06,0.9887868183945603
1,750,0.0015,0.002,1e-05,-1.8525999078239708
1,750,0.002,0.002,1e-05,-1.704979261599926
1,750,0.003,0.002,1e-05,-2.628126138504294
1,750,0.005,0.002,1e-05,-4.104342352372415
1,750,0.0015,0.006,1e-05,0.902935039953956
1,750,0.002,0.006,1e-05,1.7157172474557836
1,750,0.003,0.006,1e-05,-1.2195945129936492
1,750,0.005,0.006,1e-05,-1.9881228510470472
1,750,0.0015,0.008,1e-05,0.8479261269154659
1,750,0.002,0.008,1e-05,1.5093588393150892
1,750,0.003,0.008,1e-05,0.08013504032828855
1,750,0.005,0.008,1e-05,-0.1207877615165387
1,750,0.0015,0.01,1e-05,1.5965955159479739
1,750,0.002,0.01,1e-05,2.111360781298588
1,750,0.003,0.01,1e-05,0.37174853588661794
1,750,0.005,0.01,1e-05,0.1712287845257121
1,750,0.0015,0.002,5e-05,-0.8781805193443182
1,750,0.002,0.002,5e-05,1.8257025619622613
1,750,0.003,0.002,5e-05,0.963541195993356
1,750,0.005,0.002,5e-05,2.580982472694937
1,750,0.0015,0.006,5e-05,0.5693333055754701
1,750,0.002,0.006,5e-05,1.1763296136014123
1,750,0.003,0.006,5e-05,-0.16105361478327973
1,750,0.005,0.006,5e-05,0.2725420452356353
1,750,0.0015,0.008,5e-05,1.0592878641605408
1,750,0.002,0.008,5e-05,2.107440159611995
1,750,0.003,0.008,5e-05,1.9130326912870421
1,750,0.005,0.008,5e-05,2.5154240678192608
1,750,0.0015,0.01,5e-05,0.6084556484053261
1,750,0.002,0.01,5e-05,1.6640131435234906
1,750,0.003,0.01,5e-05,0.9203213487646744
1,750,0.005,0.01,5e-05,1.11875646327384
4,750,0.0015,0.002,1e-06,-0.7474463091968975
4,750,0.002,0.002,1e-06,-1.0943792343120595
4,750,0.003,0.002,1e-06,-1.0943792343120595
4,750,0.005,0.002,1e-06,-1.0943792343120595
4,750,0.0015,0.006,1e-06,-1.095248550313288
4,750,0.002,0.006,1e-06,-1.7870528761208093
4,750,0.003,0.006,1e-06,-2.3147334748669257
4,750,0.005,0.006,1e-06,-2.3147334748669257
4,750,0.0015,0.008,1e-06,-0.07877012644655901
4,750,0.002,0.008,1e-06,-0.19601330284658713
4,750,0.003,0.008,1e-06,-0.6326559381190644
4,750,0.005,0.008,1e-06,-0.6582418007768598
4,750,0.0015,0.01,1e-06,-0.07877012644655901
4,750,0.002,0.01,1e-06,-0.19601330284658713
4,750,0.003,0.01,1e-06,-0.6326559381190644
4,750,0.005,0.01,1e-06,-0.6582418007768598
4,750,0.0015,0.002,5e-06,-0.9640347719993114
4,750,0.002,0.002,5e-06,-0.8154254335437927
4,750,0.003,0.002,5e-06,-1.0772163881533015
4,750,0.005,0.002,5e-06,-2.245704749788191
4,750,0.0015,0.006,5e-06,0.3825668647633007
4,750,0.002,0.006,5e-06,-0.3176356386820012
4,750,0.003,0.006,5e-06,-0.7263057189965672
4,750,0.005,0.006,5e-06,-3.065150898984914
4,750,0.0015,0.008,5e-06,1.0813405823796973
4,750,0.002,0.008,5e-06,0.7138647234683937
4,750,0.003,0.008,5e-06,0.30096577741063335
4,750,0.005,0.008,5e-06,-2.0219115045654434
4,750,0.0015,0.01,5e-06,0.88113915131105
4,750,0.002,0.01,5e-06,0.3153125816188096
4,750,0.003,0.01,5e-06,-0.0959524110624943
4,750,0.005,0.01,5e-06,-2.606431875689741
4,750,0.0015,0.002,1e-05,-0.1426118959162559
4,750,0.002,0.002,1e-05,0.005284786826087462
4,750,0.003,0.002,1e-05,-0.9548087508435499
4,750,0.005,0.002,1e-05,-1.4674140780361222
4,750,0.0015,0.006,1e-05,1.28618404149623
4,750,0.002,0.006,1e-05,-0.22562858329863156
4,750,0.003,0.006,1e-05,-0.22077010467447256
4,750,0.005,0.006,1e-05,-1.5211583299306608
4,750,0.0015,0.008,1e-05,1.7888436234067884
4,750,0.002,0.008,1e-05,2.2216850218168105
4,750,0.003,0.008,1e-05,2.32635150642726
4,750,0.005,0.008,1e-05,1.2231619785829873
4,750,0.0015,0.01,1e-05,1.3860374978163614
4,750,0.002,0.01,1e-05,1.8171660251445898
4,750,0.003,0.01,1e-05,2.591258632789173
4,750,0.005,0.01,1e-05,1.0773534932005058
4,750,0.0015,0.002,5e-05,-0.906498321673721
4,750,0.002,0.002,5e-05,-0.5530447664368277
4,750,0.003,0.002,5e-05,-2.930502546071667
4,750,0.005,0.002,5e-05,-3.763070615016084
4,750,0.0015,0.006,5e-05,0.5784992423771618
4,750,0.002,0.006,5e-05,0.8509959135439171
4,750,0.003,0.006,5e-05,1.574206848084403
4,750,0.005,0.006,5e-05,2.107022709415385
4,750,0.0015,0.008,5e-05,0.6220971275955556
4,750,0.002,0.008,5e-05,1.615733736791647
4,750,0.003,0.008,5e-05,1.530283554588574
4,750,0.005,0.008,5e-05,2.9893857591345885
4,750,0.0015,0.01,5e-05,-0.696250812986221
4,750,0.002,0.01,5e-05,0.04463198200066465
4,750,0.003,0.01,5e-05,1.3399770015648738
4,750,0.005,0.01,5e-05,2.7216284138843916
12,750,0.0015,0.002,1e-06,-0.07359852017753132
12,750,0.002,0.002,1e-06,0.02622306241137906
12,750,0.003,0.002,1e-06,0.22601572823703897
12,750,0.005,0.002,1e-06,0.6261990624799818
12,750,0.0015,0.006,1e-06,0.10073538555352979
12,750,0.002,0.006,1e-06,0.20073111917870978
12,750,0.003,0.006,1e-06,0.400872347899206
12,750,0.005,0.006,1e-06,0.801753851220921
12,750,0.0015,0.008,1e-06,0.10073538555352979
12,750,0.002,0.008,1e-06,0.20073111917870978
12,750,0.003,0.008,1e-06,0.400872347899206
12,750,0.005,0.008,1e-06,0.801753851220921
12,750,0.0015,0.01,1e-06,0.10073538555352979
12,750,0.002,0.01,1e-06,0.20073111917870978
12,750,0.003,0.01,1e-06,0.400872347899206
12,750,0.005,0.01,1e-06,0.801753851220921
12,750,0.0015,0.002,5e-06,-1.3618866167349752
12,750,0.002,0.002,5e-06,-0.7482832461735311
12,750,0.003,0.002,5e-06,-1.2240897340174306
12,750,0.005,0.002,5e-06,-0.6133077843028079
12,750,0.0015,0.006,5e-06,-0.45181036533619157
12,750,0.002,0.006,5e-06,-0.5687883431125917
12,750,0.003,0.006,5e-06,-1.7911417577622601
12,750,0.005,0.006,5e-06,-0.7529378044676127
12,750,0.0015,0.008,5e-06,0.7213360912125211
12,750,0.002,0.008,5e-06,1.4095785596306865
12,750,0.003,0.008,5e-06,0.04974818817771176
12,750,0.005,0.008,5e-06,1.4953645638058122
12,750,0.0015,0.01,5e-06,0.7213360912125211
12,750,0.002,0.01,5e-06,1.4095785596306865
12,750,0.003,0.01,5e-06,0.8490817408095097
12,750,0.005,0.01,5e-06,2.3062476674779786
12,750,0.0015,0.002,1e-05,-1.3728540110555687
12,750,0.002,0.002,1e-05,-0.3614803399112354
12,750,0.003,0.002,1e-05,-2.0226853202841566
12,750,0.005,0.002,1e-05,-1.318724059060239
12,750,0.0015,0.006,1e-05,-0.5472433747667704
12,750,0.002,0.006,1e-05,-0.21626134996977076
12,750,0.003,0.006,1e-05,-0.7089541307206737
12,750,0.005,0.006,1e-05,1.2861383102432011
12,750,0.0015,0.008,1e-05,0.2228843294067362
12,750,0.002,0.008,1e-05,1.3626551390407693
12,750,0.003,0.008,1e-05,0.7482203342320304
12,750,0.005,0.008,1e-05,3.1669333266433286
12,750,0.0015,0.01,1e-05,-0.18091414941043826
12,750,0.002,0.01,1e-05,0.9542645181972009
12,750,0.003,0.01,1e-05,1.1439761709408858
12,750,0.005,0.01,1e-05,3.5721902719662024
12,750,0.0015,0.002,5e-05,-2.3168917954296875
12,750,0.002,0.002,5e-05,-2.3665954986537563
12,750,0.003,0.002,5e-05,-6.775559305800938
12,750,0.005,0.002,5e-05,-8.282291774047334
12,750,0.0015,0.006,5e-05,-0.036538929294449574
12,750,0.002,0.006,5e-05,-3.9088231979323873
12,750,0.003,0.006,5e-05,-2.6752248482864505
12,750,0.005,0.006,5e-05,-4.771744546119738
12,750,0.0015,0.008,5e-05,2.332762178504355
12,750,0.002,0.008,5e-05,-1.4680429674533868
12,750,0.003,0.008,5e-05,-1.9839507381357757
12,750,0.005,0.008,5e-05,-3.871381136420071
12,750,0.0015,0.01,5e-05,2.1750545395636367
12,750,0.002,0.01,5e-05,-1.058096028381994
12,750,0.003,0.01,5e-05,-2.8968941282564664
12,750,0.005,0.01,5e-05,-4.58996894583843
20,750,0.0015,0.002,1e-06,-0.26936664995854676
20,750,0.002,0.002,1e-06,-0.11954065404884417
20,750,0.003,0.002,1e-06,-0.16276287529306543
20,750,0.005,0.002,1e-06,0.2374722731108836
20,750,0.0015,0.006,1e-06,-0.7173365162567835
20,750,0.002,0.006,1e-06,-0.518358018991516
20,750,0.003,0.006,1e-06,-0.4616499388023665
20,750,0.005,0.006,1e-06,0.1383062414535008
20,750,0.0015,0.008,1e-06,-1.1137731661310712
20,750,0.002,0.008,1e-06,-0.9155891919586101
20,750,0.003,0.008,1e-06,-0.8591075476903076
20,750,0.005,0.008,1e-06,-0.26154699835155837
20,750,0.0015,0.01,1e-06,-1.1380124832576333
20,750,0.002,0.01,1e-06,-0.9894914597791127
20,750,0.003,0.01,1e-06,-0.6917042843328391
20,750,0.005,0.01,1e-06,-0.09313473070192702
20,750,0.0015,0.002,5e-06,-1.857909892814269
20,750,0.002,0.002,5e-06,-1.907235614220859
20,750,0.003,0.002,5e-06,-1.8093173317628386
20,750,0.005,0.002,5e-06,-2.2021494598191804
20,750,0.0015,0.006,5e-06,-1.865703443606992
20,750,0.002,0.006,5e-06,-2.2740108340719933
20,750,0.003,0.006,5e-06,-2.519667662365377
20,750,0.005,0.006,5e-06,-2.3133731089304943
20,750,0.0015,0.008,5e-06,-1.808067895128529
20,750,0.002,0.008,5e-06,-2.6741496513547847
20,750,0.003,0.008,5e-06,-2.0396189174571866
20,750,0.005,0.008,5e-06,-1.636521273006264
20,750,0.0015,0.01,5e-06,-1.8379855738653417
20,750,0.002,0.01,5e-06,-2.7038034473551575
20,750,0.003,0.01,5e-06,-2.0694660459059766
20,750,0.005,0.01,5e-06,-1.666491219547761
20,750,0.0015,0.002,1e-05,-1.287088921476165
20,750,0.002,0.002,1e-05,-1.5541385793544693
20,750,0.003,0.002,1e-05,-0.4456647805028857
20,750,0.005,0.002,1e-05,-3.0403036721888044
20,750,0.0015,0.006,1e-05,-1.427058878361609
20,750,0.002,0.006,1e-05,-3.0768855091581115
20,750,0.003,0.006,1e-05,-3.069486848857983
20,750,0.005,0.006,1e-05,-3.3914238538796826
20,750,0.0015,0.008,1e-05,-1.2241517895551501
20,750,0.002,0.008,1e-05,-3.690042577815089
20,750,0.003,0.008,1e-05,-2.0857831724745313
20,750,0.005,0.008,1e-05,-2.627032997841794
20,750,0.0015,0.01,1e-05,-2.293617743163412
20,750,0.002,0.01,1e-05,-4.510841326896687
20,750,0.003,0.01,1e-05,-3.017547869424597
20,750,0.005,0.01,1e-05,-2.471151276803263
20,750,0.0015,0.002,5e-05,-3.4980755070295078
20,750,0.002,0.002,5e-05,-3.8058579069452647
20,750,0.003,0.002,5e-05,-0.5035171764135704
20,750,0.005,0.002,5e-05,-3.2087699606059394
20,750,0.0015,0.006,5e-05,1.315478678563986
20,750,0.002,0.006,5e-05,1.3206038351911698
20,750,0.003,0.006,5e-05,4.268598731045503
20,750,0.005,0.006,5e-05,3.084696194799341
20,750,0.0015,0.008,5e-05,1.2808329143858987
20,750,0.002,0.008,5e-05,0.5482169491209721
20,750,0.003,0.008,5e-05,5.069260838769574
20,750,0.005,0.008,5e-05,5.494365606239238
20,750,0.0015,0.01,5e-05,-0.21939781261447466
20,750,0.002,0.01,5e-05,-0.6888913270429287
20,750,0.003,0.01,5e-05,3.6090819079969805
20,750,0.005,0.01,5e-05,4.474936427155063
1,1000,0.0015,0.002,1e-06,-0.09028599999999498
1,1000,0.002,0.002,1e-06,-0.0403959999999981
1,1000,0.003,0.002,1e-06,0.05938399999998456
1,1000,0.005,0.002,1e-06,0.2589439999999943
1,1000,0.0015,0.006,1e-06,-0.4908059999999992
1,1000,0.002,0.006,1e-06,-0.44111600000000806
1,1000,0.003,0.006,1e-06,-0.3417360000000147
1,1000,0.005,0.006,1e-06,-0.14297600000001687
1,1000,0.0015,0.008,1e-06,0.2601690000000101
1,1000,0.002,0.008,1e-06,0.36032400000001186
1,1000,0.003,0.008,1e-06,-0.09308241440868503
1,1000,0.005,0.008,1e-06,0.10617350419042104
1,1000,0.0015,0.01,1e-06,0.2601690000000101
1,1000,0.002,0.01,1e-06,0.36032400000001186
1,1000,0.003,0.01,1e-06,-0.09308241440868503
1,1000,0.005,0.01,1e-06,0.10617350419042104
1,1000,0.0015,0.002,5e-06,0.4104777940638682
1,1000,0.002,0.002,5e-06,1.1666298888435733
1,1000,0.003,0.002,5e-06,-0.3400912052299532
1,1000,0.005,0.002,5e-06,0.7606005434270591
1,1000,0.0015,0.006,5e-06,-0.446605610509343
1,1000,0.002,0.006,5e-06,0.4034657434839106
