stockName,shortTerm,longTerm,targetPercentage,stopLossPercentage,entryDifference,profitPercentage
DISHTV_F1,14,250,0.01,0.008,5e-05,3.266042019035864
DISHTV_F1,16,250,0.01,0.008,5e-05,-8.247529165513468
DISHTV_F1,2,300,0.01,0.008,5e-05,-2.6503664753812495
DISHTV_F1,3,300,0.01,0.008,5e-05,-6.757334902067691
DISHTV_F1,4,300,0.01,0.008,5e-05,8.249880674888521
DISHTV_F1,6,300,0.01,0.008,5e-05,11.603125359736133
DISHTV_F1,8,300,0.01,0.008,5e-05,6.4513505403472005
DISHTV_F1,10,300,0.01,0.008,5e-05,3.0666903250408994
DISHTV_F1,12,300,0.01,0.008,5e-05,2.1123589353533534
DISHTV_F1,14,300,0.01,0.008,5e-05,4.326559953348164
DISHTV_F1,16,300,0.01,0.008,5e-05,-3.073910861055895
DISHTV_F1,2,400,0.01,0.008,5e-05,-0.10709788266768383
DISHTV_F1,3,400,0.01,0.008,5e-05,8.121951795198012
DISHTV_F1,4,400,0.01,0.008,5e-05,-0.31211828379628104
DISHTV_F1,6,400,0.01,0.008,5e-05,0.5834068245215374
DISHTV_F1,8,400,0.01,0.008,5e-05,-1.7447725130192326
DISHTV_F1,10,400,0.01,0.008,5e-05,1.8140683868483443
DISHTV_F1,12,400,0.01,0.008,5e-05,-5.124258417595917
DISHTV_F1,14,400,0.01,0.008,5e-05,14.254412818046402
DISHTV_F1,16,400,0.01,0.008,5e-05,-6.896658381976206
NC-CHANA_F1,2,100,0.01,0.008,5e-05,22.392872248511388
NC-CHANA_F1,3,100,0.01,0.008,5e-05,11.337521251050298
NC-CHANA_F1,4,100,0.01,0.008,5e-05,4.695062642825154
NC-CHANA_F1,6,100,0.01,0.008,5e-05,15.7495043819599
NC-CHANA_F1,8,100,0.01,0.008,5e-05,10.748639145732785
NC-CHANA_F1,10,100,0.01,0.008,5e-05,-0.17270982954570302
NC-CHANA_F1,12,100,0.01,0.008,5e-05,-5.049232654713032
NC-CHANA_F1,14,100,0.01,0.008,5e-05,32.80281242203231
NC-CHANA_F1,16,100,0.01,0.008,5e-05,9.68809062138314
NC-CHANA_F1,2,150,0.01,0.008,5e-05,-6.2823341293930195
NC-CHANA_F1,3,150,0.01,0.008,5e-05,14.405771331249628
NC-CHANA_F1,4,150,0.01,0.008,5e-05,-1.2009810847209201
NC-CHANA_F1,6,150,0.01,0.008,5e-05,2.5543606789592443
NC-CHANA_F1,8,150,0.01,0.008,5e-05,18.82387271328483
NC-CHANA_F1,10,150,0.01,0.008,5e-05,3.259065800529415
NC-CHANA_F1,12,150,0.01,0.008,5e-05,-2.9007495170962128
NC-CHANA_F1,14,150,0.01,0.008,5e-05,11.903883055504782
NC-CHANA_F1,16,150,0.01,0.008,5e-05,7.084216816275624
NC-CHANA_F1,2,200,0.01,0.008,5e-05,9.651754267644286
NC-CHANA_F1,3,200,0.01,0.008,5e-05,6.50893058823494
NC-CHANA_F1,4,200,0.01,0.008,5e-05,8.557347220989309
NC-CHANA_F1,6,200,0.01,0.008,5e-05,4.7889865852382085
NC-CHANA_F1,8,200,0.01,0.008,5e-05,6.997790609760557
NC-CHANA_F1,10,200,0.01,0.008,5e-05,11.732304804499915
NC-CHANA_F1,12,200,0.01,0.008,5e-05,7.036001149053361
NC-CHANA_F1,14,200,0.01,0.008,5e-05,19.736490175689614
NC-CHANA_F1,16,200,0.01,0.008,5e-05,3.1592897171187184
NC-CHANA_F1,2,250,0.01,0.008,5e-05,-5.471129561350363
NC-CHANA_F1,3,250,0.01,0.008,5e-05,2.4855410145599555
NC-CHANA_F1,4,250,0.01,0.008,5e-05,-13.248583002292236
NC-CHANA_F1,6,250,0.01,0.008,5e-05,4.484626268833458
NC-CHANA_F1,8,250,0.01,0.008,5e-05,-0.9486823498925934
NC-CHANA_F1,10,250,0.01,0.008,5e-05,5.309386641809621
NC-CHANA_F1,12,250,0.01,0.008,5e-05,-0.6830038976987751
NC-CHANA_F1,14,250,0.01,0.008,5e-05,8.549232602221512
NC-CHANA_F1,16,250,0.01,0.008,5e-05,5.996861793412767
NC-CHANA_F1,2,300,0.01,0.008,5e-05,7.659930907912771
NC-CHANA_F1,3,300,0.01,0.008,5e-05,14.257327519498997
NC-CHANA_F1,4,300,0.01,0.008,5e-05,2.5096457731379695
NC-CHANA_F1,6,300,0.01,0.008,5e-05,10.397140657612724
NC-CHANA_F1,8,300,0.01,0.008,5e-05,15.306913242034504
NC-CHANA_F1,10,300,0.01,0.008,5e-05,7.719776705166148
NC-CHANA_F1,12,300,0.01,0.008,5e-05,-1.5551661992265209
NC-CHANA_F1,14,300,0.01,0.008,5e-05,4.80571480886971
NC-CHANA_F1,16,300,0.01,0.008,5e-05,13.22105125816635
NC-CHANA_F1,2,400,0.01,0.008,5e-05,7.176952963986483
NC-CHANA_F1,3,400,0.01,0.008,5e-05,4.864777778522389
NC-CHANA_F1,4,400,0.01,0.008,5e-05,0.35142994650720905
NC-CHANA_F1,6,400,0.01,0.008,5e-05,2.44341488501858
NC-CHANA_F1,8,400,0.01,0.008,5e-05,0.2731295227880848
NC-CHANA_F1,10,400,0.01,0.008,5e-05,-6.81355596538652
NC-CHANA_F1,12,400,0.01,0.008,5e-05,-5.337548604778242
NC-CHANA_F1,14,400,0.01,0.008,5e-05,5.2664443107259595
NC-CHANA_F1,16,400,0.01,0.008,5e-05,3.9439396075371835
ALUMINI_F1,2,100,0.01,0.008,5e-05,10.317242437781271
ALUMINI_F1,3,100,0.01,0.008,5e-05,-6.469443147872822
ALUMINI_F1,4,100,0.01,0.008,5e-05,18.81120160323797
ALUMINI_F1,6,100,0.01,0.008,5e-05,0.80535122603409
ALUMINI_F1,8,100,0.01,0.008,5e-05,16.220837570270085
ALUMINI_F1,10,100,0.01,0.008,5e-05,4.5959689730024955
ALUMINI_F1,12,100,0.01,0.008,5e-05,9.443716419064119
ALUMINI_F1,14,100,0.01,0.008,5e-05,3.4414800713650884
ALUMINI_F1,16,100,0.01,0.008,5e-05,0.36442103635696554
ALUMINI_F1,2,150,0.01,0.008,5e-05,0.3380772231214024
ALUMINI_F1,3,150,0.01,0.008,5e-05,7.378127699655446
ALUMINI_F1,4,150,0.01,0.008,5e-05,-16.66373422461832
ALUMINI_F1,6,150,0.01,0.008,5e-05,-9.896796882881453
ALUMINI_F1,8,150,0.01,0.008,5e-05,-6.991703754372369
ALUMINI_F1,10,150,0.01,0.008,5e-05,15.853542357644246
ALUMINI_F1,12,150,0.01,0.008,5e-05,-2.5297007637842372
ALUMINI_F1,14,150,0.01,0.008,5e-05,24.216603915692183
ALUMINI_F1,16,150,0.01,0.008,5e-05,8.929063213532483
ALUMINI_F1,2,200,0.01,0.008,5e-05,6.513232006061465
ALUMINI_F1,3,200,0.01,0.008,5e-05,34.824295957229936
ALUMINI_F1,4,200,0.01,0.008,5e-05,16.343620027874017
ALUMINI_F1,6,200,0.01,0.008,5e-05,8.805740672828533
ALUMINI_F1,8,200,0.01,0.008,5e-05,2.271679654919345
ALUMINI_F1,10,200,0.01,0.008,5e-05,-3.352870419456133
ALUMINI_F1,12,200,0.01,0.008,5e-05,-6.199388623813585
ALUMINI_F1,14,200,0.01,0.008,5e-05,4.454589375844975
ALUMINI_F1,16,200,0.01,0.008,5e-05,15.60527604695956
ALUMINI_F1,2,250,0.01,0.008,5e-05,-12.207916227254357
ALUMINI_F1,3,250,0.01,0.008,5e-05,2.5511722307952844
ALUMINI_F1,4,250,0.01,0.008,5e-05,-4.69690620695189
ALUMINI_F1,6,250,0.01,0.008,5e-05,-1.9718259324221776
ALUMINI_F1,8,250,0.01,0.008,5e-05,4.369653080236713
ALUMINI_F1,10,250,0.01,0.008,5e-05,12.460011195814547
ALUMINI_F1,12,250,0.01,0.008,5e-05,2.452849441973526
ALUMINI_F1,14,250,0.01,0.008,5e-05,9.994979167590333
ALUMINI_F1,16,250,0.01,0.008,5e-05,4.034676090123579
ALUMINI_F1,2,300,0.01,0.008,5e-05,3.705610521384739
ALUMINI_F1,3,300,0.01,0.008,5e-05,-2.9152759298866515
ALUMINI_F1,4,300,0.01,0.008,5e-05,-1.8461210548236462
ALUMINI_F1,6,300,0.01,0.008,5e-05,7.848818648900124
ALUMINI_F1,8,300,0.01,0.008,5e-05,1.524073688048766
ALUMINI_F1,10,300,0.01,0.008,5e-05,14.121964481476468
ALUMINI_F1,12,300,0.01,0.008,5e-05,29.364636755020367
ALUMINI_F1,14,300,0.01,0.008,5e-05,6.084040437566074
ALUMINI_F1,16,300,0.01,0.008,5e-05,1.8684507870958988
ALUMINI_F1,2,400,0.01,0.008,5e-05,9.330361123981712
ALUMINI_F1,3,400,0.01,0.008,5e-05,15.087359819547984
ALUMINI_F1,4,400,0.01,0.008,5e-05,25.493326193957188
ALUMINI_F1,6,400,0.01,0.008,5e-05,14.84933456319335
ALUMINI_F1,8,400,0.01,0.008,5e-05,12.689731301631358
ALUMINI_F1,10,400,0.01,0.008,5e-05,11.172767173740649
ALUMINI_F1,12,400,0.01,0.008,5e-05,8.420355165808768
ALUMINI_F1,14,400,0.01,0.008,5e-05,15.715088088733031
ALUMINI_F1,16,400,0.01,0.008,5e-05,6.782001744399957
INFY_F1,2,100,0.01,0.008,5e-05,-16.684160369340194
INFY_F1,3,100,0.01,0.008,5e-05,-19.39814049564621
INFY_F1,4,100,0.01,0.008,5e-05,-13.711867177491987
INFY_F1,6,100,0.01,0.008,5e-05,-8.56138194896432
INFY_F1,8,100,0.01,0.008,5e-05,-6.891861035886504
INFY_F1,10,100,0.01,0.008,5e-05,-12.57887118701383
INFY_F1,12,100,0.01,0.008,5e-05,-9.304950742194574
INFY_F1,14,100,0.01,0.008,5e-05,-8.565255175564113
INFY_F1,16,100,0.01,0.008,5e-05,10.111033187155938
INFY_F1,2,150,0.01,0.008,5e-05,-14.273817515899523
INFY_F1,3,150,0.01,0.008,5e-05,11.47872794229885
INFY_F1,4,150,0.01,0.008,5e-05,-7.8177014020609175
INFY_F1,6,150,0.01,0.008,5e-05,3.8927034248748438
INFY_F1,8,150,0.01,0.008,5e-05,-1.1954074549881732
INFY_F1,10,150,0.01,0.008,5e-05,-13.103104452697877
INFY_F1,12,150,0.01,0.008,5e-05,7.055110165751599
INFY_F1,14,150,0.01,0.008,5e-05,-0.30178685183466225
INFY_F1,16,150,0.01,0.008,5e-05,-15.208737944969219
INFY_F1,2,200,0.01,0.008,5e-05,-7.238008212105418
INFY_F1,3,200,0.01,0.008,5e-05,-4.05849445432922
INFY_F1,4,200,0.01,0.008,5e-05,-0.41083576844763714
INFY_F1,6,200,0.01,0.008,5e-05,8.924456791353297
INFY_F1,8,200,0.01,0.008,5e-05,3.4906072885618755
INFY_F1,10,200,0.01,0.008,5e-05,-19.310966526371864
INFY_F1,12,200,0.01,0.008,5e-05,-5.406490899655303
INFY_F1,14,200,0.01,0.008,5e-05,-14.696821115754288
INFY_F1,16,200,0.01,0.008,5e-05,5.395045683547783
INFY_F1,2,250,0.01,0.008,5e-05,-19.178900790316046
INFY_F1,3,250,0.01,0.008,5e-05,9.303680702693429
INFY_F1,4,250,0.01,0.008,5e-05,-12.133993450107972
INFY_F1,6,250,0.01,0.008,5e-05,-19.220642495984595
INFY_F1,8,250,0.01,0.008,5e-05,-7.325370507816387
INFY_F1,10,250,0.01,0.008,5e-05,-14.243851343763724
INFY_F1,12,250,0.01,0.008,5e-05,-5.806955241005685
INFY_F1,14,250,0.01,0.008,5e-05,-13.941799945340572
INFY_F1,16,250,0.01,0.008,5e-05,2.535441177028952
INFY_F1,2,300,0.01,0.008,5e-05,4.476508005156288
INFY_F1,3,300,0.01,0.008,5e-05,-19.311723646216606
INFY_F1,4,300,0.01,0.008,5e-05,-9.360873537620407
INFY_F1,6,300,0.01,0.008,5e-05,-19.851056490952413
INFY_F1,8,300,0.01,0.008,5e-05,-7.62988329799078
INFY_F1,10,300,0.01,0.008,5e-05,-1.8561874256995292
INFY_F1,12,300,0.01,0.008,5e-05,-9.372912156805457
INFY_F1,14,300,0.01,0.008,5e-05,-7.315236012842174
INFY_F1,16,300,0.01,0.008,5e-05,2.3168261463071715
INFY_F1,2,400,0.01,0.008,5e-05,-1.458698879768916
INFY_F1,3,400,0.01,0.008,5e-05,-17.747921625626127
INFY_F1,4,400,0.01,0.008,5e-05,-0.49558292634668266
INFY_F1,6,400,0.01,0.008,5e-05,-1.1969361877104623
INFY_F1,8,400,0.01,0.008,5e-05,-1.6438781662244994
INFY_F1,10,400,0.01,0.008,5e-05,4.74441888768502
INFY_F1,12,400,0.01,0.008,5e-05,-20.2679071073696
INFY_F1,14,400,0.01,0.008,5e-05,-0.8804549183315746
INFY_F1,16,400,0.01,0.008,5e-05,-5.625373132293698
NC-COCUDAKL_F1,2,100,0.01,0.008,5e-05,7.695382872996492
NC-COCUDAKL_F1,3,100,0.01,0.008,5e-05,14.408977547730494
NC-COCUDAKL_F1,4,100,0.01,0.008,5e-05,0.33184675507951233
NC-COCUDAKL_F1,6,100,0.01,0.008,5e-05,23.51648675111324
NC-COCUDAKL_F1,8,100,0.01,0.008,5e-05,22.1832197340744
NC-COCUDAKL_F1,10,100,0.01,0.008,5e-05,14.568947652391117
NC-COCUDAKL_F1,12,100,0.01,0.008,5e-05,13.580570862374564
NC-COCUDAKL_F1,14,100,0.01,0.008,5e-05,5.939594668686654
NC-COCUDAKL_F1,16,100,0.01,0.008,5e-05,3.9283156481017434
NC-COCUDAKL_F1,2,150,0.01,0.008,5e-05,-5.157786152061239
NC-COCUDAKL_F1,3,150,0.01,0.008,5e-05,-4.939078199900349
NC-COCUDAKL_F1,4,150,0.01,0.008,5e-05,-2.3864308146792412
NC-COCUDAKL_F1,6,150,0.01,0.008,5e-05,6.856928179152666
NC-COCUDAKL_F1,8,150,0.01,0.008,5e-05,4.021648519653187
NC-COCUDAKL_F1,10,150,0.01,0.008,5e-05,3.5310614930146977
NC-COCUDAKL_F1,12,150,0.01,0.008,5e-05,5.8951885249255875
NC-COCUDAKL_F1,14,150,0.01,0.008,5e-05,20.327829783243146
NC-COCUDAKL_F1,16,150,0.01,0.008,5e-05,-1.3858677244416362
NC-COCUDAKL_F1,2,200,0.01,0.008,5e-05,-3.1141302006316263
NC-COCUDAKL_F1,3,200,0.01,0.008,5e-05,5.071971526494723
NC-COCUDAKL_F1,4,200,0.01,0.008,5e-05,17.079950516542453
NC-COCUDAKL_F1,6,200,0.01,0.008,5e-05,-0.17078756526410777
NC-COCUDAKL_F1,8,200,0.01,0.008,5e-05,10.428267347323782
NC-COCUDAKL_F1,10,200,0.01,0.008,5e-05,2.969474769707192
NC-COCUDAKL_F1,12,200,0.01,0.008,5e-05,9.175060857257522
NC-COCUDAKL_F1,14,200,0.01,0.008,5e-05,4.183601837808482
NC-COCUDAKL_F1,16,200,0.01,0.008,5e-05,5.819802401525664
NC-COCUDAKL_F1,2,250,0.01,0.008,5e-05,3.646365885963121
NC-COCUDAKL_F1,3,250,0.01,0.008,5e-05,8.243814999717758
NC-COCUDAKL_F1,4,250,0.01,0.008,5e-05,7.938962582695797
NC-COCUDAKL_F1,6,250,0.01,0.008,5e-05,5.289529005771243
NC-COCUDAKL_F1,8,250,0.01,0.008,5e-05,11.449939401368026
NC-COCUDAKL_F1,10,250,0.01,0.008,5e-05,-7.1064478085582365
NC-COCUDAKL_F1,12,250,0.01,0.008,5e-05,-0.8886568528283623
NC-COCUDAKL_F1,14,250,0.01,0.008,5e-05,-7.946076413862391
NC-COCUDAKL_F1,16,250,0.01,0.008,5e-05,13.678796595414266
NC-COCUDAKL_F1,2,300,0.01,0.008,5e-05,-4.2717222976399345
NC-COCUDAKL_F1,3,300,0.01,0.008,5e-05,6.815368035952241
NC-COCUDAKL_F1,4,300,0.01,0.008,5e-05,0.5444485406492783
NC-COCUDAKL_F1,6,300,0.01,0.008,5e-05,-2.8345160025012417
NC-COCUDAKL_F1,8,300,0.01,0.008,5e-05,6.247490883410278
NC-COCUDAKL_F1,10,300,0.01,0.008,5e-05,8.953783980071162
NC-COCUDAKL_F1,12,300,0.01,0.008,5e-05,10.547116302560621
NC-COCUDAKL_F1,14,300,0.01,0.008,5e-05,7.883269184436981
NC-COCUDAKL_F1,16,300,0.01,0.008,5e-05,2.492880949826226
NC-COCUDAKL_F1,2,400,0.01,0.008,5e-05,-5.405963431547556
NC-COCUDAKL_F1,3,400,0.01,0.008,5e-05,18.33910044286482
NC-COCUDAKL_F1,4,400,0.01,0.008,5e-05,3.4845634237079537
NC-COCUDAKL_F1,6,400,0.01,0.008,5e-05,-3.6801235076382666
NC-COCUDAKL_F1,8,400,0.01,0.008,5e-05,-3.331935466738567
NC-COCUDAKL_F1,10,400,0.01,0.008,5e-05,3.5136982333277
NC-COCUDAKL_F1,12,400,0.01,0.008,5e-05,2.651672653584236
NC-COCUDAKL_F1,14,400,0.01,0.008,5e-05,8.684807878488154
NC-COCUDAKL_F1,16,400,0.01,0.008,5e-05,8.309747099574171
LEADMINI_F1,2,100,0.01,0.008,5e-05,-17.34410068135753
LEADMINI_F1,3,100,0.01,0.008,5e-05,-6.891616195072114
LEADMINI_F1,4,100,0.01,0.008,5e-05,40.047169184385886
LEADMINI_F1,6,100,0.01,0.008,5e-05,3.425052835900688
LEADMINI_F1,8,100,0.01,0.008,5e-05,1.843977059316848
LEADMINI_F1,10,100,0.01,0.008,5e-05,5.176385173392717
LEADMINI_F1,12,100,0.01,0.008,5e-05,12.872427930669428
LEADMINI_F1,14,100,0.01,0.008,5e-05,0.3542890853468261
LEADMINI_F1,16,100,0.01,0.008,5e-05,4.257461928804851
LEADMINI_F1,2,150,0.01,0.008,5e-05,-1.4174864879943572
LEADMINI_F1,3,150,0.01,0.008,5e-05,25.95177558503705
LEADMINI_F1,4,150,0.01,0.008,5e-05,8.604872366134074
LEADMINI_F1,6,150,0.01,0.008,5e-05,-1.0316156479195704
LEADMINI_F1,8,150,0.01,0.008,5e-05,-1.0525670179614477
LEADMINI_F1,10,150,0.01,0.008,5e-05,17.902855495748994
LEADMINI_F1,12,150,0.01,0.008,5e-05,7.333635370133718
LEADMINI_F1,14,150,0.01,0.008,5e-05,2.2321663412457893
LEADMINI_F1,16,150,0.01,0.008,5e-05,-4.540582615816435
LEADMINI_F1,2,200,0.01,0.008,5e-05,-13.869520735285413
LEADMINI_F1,3,200,0.01,0.008,5e-05,-1.0424521084784977
LEADMINI_F1,4,200,0.01,0.008,5e-05,7.675780006019339
LEADMINI_F1,6,200,0.01,0.008,5e-05,12.809820894067215
LEADMINI_F1,8,200,0.01,0.008,5e-05,2.514143698763238
LEADMINI_F1,10,200,0.01,0.008,5e-05,1.2752644929889367
LEADMINI_F1,12,200,0.01,0.008,5e-05,25.41876820975768
LEADMINI_F1,14,200,0.01,0.008,5e-05,34.25509399184852
LEADMINI_F1,16,200,0.01,0.008,5e-05,-2.074144601237149
LEADMINI_F1,2,250,0.01,0.008,5e-05,3.230394346932064
LEADMINI_F1,3,250,0.01,0.008,5e-05,12.267448452775941
LEADMINI_F1,4,250,0.01,0.008,5e-05,-2.054474760003744
LEADMINI_F1,6,250,0.01,0.008,5e-05,7.143354794772527
LEADMINI_F1,8,250,0.01,0.008,5e-05,-3.309053150269692
LEADMINI_F1,10,250,0.01,0.008,5e-05,18.56206503093245
LEADMINI_F1,12,250,0.01,0.008,5e-05,22.850942268812947
LEADMINI_F1,14,250,0.01,0.008,5e-05,16.462110824091948
LEADMINI_F1,16,250,0.01,0.008,5e-05,3.7840676990412048
LEADMINI_F1,2,300,0.01,0.008,5e-05,12.865071294949315
LEADMINI_F1,3,300,0.01,0.008,5e-05,1.0155104074578203
LEADMINI_F1,4,300,0.01,0.008,5e-05,6.424583376496784
LEADMINI_F1,6,300,0.01,0.008,5e-05,7.184568871051744
LEADMINI_F1,8,300,0.01,0.008,5e-05,9.194995818601415
LEADMINI_F1,10,300,0.01,0.008,5e-05,2.8346694551138807
LEADMINI_F1,12,300,0.01,0.008,5e-05,-1.6447159814407142
LEADMINI_F1,14,300,0.01,0.008,5e-05,-1.511242451447592
LEADMINI_F1,16,300,0.01,0.008,5e-05,7.76549507983697
LEADMINI_F1,2,400,0.01,0.008,5e-05,-2.043495101781767
LEADMINI_F1,3,400,0.01,0.008,5e-05,-1.6595292504723913
LEADMINI_F1,4,400,0.01,0.008,5e-05,28.380591038677807
LEADMINI_F1,6,400,0.01,0.008,5e-05,6.8889576173965406
LEADMINI_F1,8,400,0.01,0.008,5e-05,-8.993380255378035
LEADMINI_F1,10,400,0.01,0.008,5e-05,9.880725172006422
LEADMINI_F1,12,400,0.01,0.008,5e-05,4.02447020707728
LEADMINI_F1,14,400,0.01,0.008,5e-05,13.549879995932734
LEADMINI_F1,16,400,0.01,0.008,5e-05,6.556071899546856
HINDALCO_F1,2,100,0.01,0.008,5e-05,-1.6638920740500884
HINDALCO_F1,3,100,0.01,0.008,5e-05,-12.956310733649868
HINDALCO_F1,4,100,0.01,0.008,5e-05,-1.9941363151322222
HINDALCO_F1,6,100,0.01,0.008,5e-05,-14.104060478409142
HINDALCO_F1,8,100,0.01,0.008,5e-05,-5.1632555404499065
HINDALCO_F1,10,100,0.01,0.008,5e-05,-7.68511330682089
HINDALCO_F1,12,100,0.01,0.008,5e-05,-5.147431043753725
HINDALCO_F1,14,100,0.01,0.008,5e-05,-14.249003498239777
HINDALCO_F1,16,100,0.01,0.008,5e-05,-6.653573587258466
HINDALCO_F1,2,150,0.01,0.008,5e-05,-18.808730888504034
HINDALCO_F1,3,150,0.01,0.008,5e-05,-1.799473874601143
HINDALCO_F1,4,150,0.01,0.008,5e-05,19.971206066731906
HINDALCO_F1,6,150,0.01,0.008,5e-05,11.551130684828625
HINDALCO_F1,8,150,0.01,0.008,5e-05,-10.685001706716967
HINDALCO_F1,10,150,0.01,0.008,5e-05,9.417347909218488
HINDALCO_F1,12,150,0.01,0.008,5e-05,3.546469717349199
HINDALCO_F1,14,150,0.01,0.008,5e-05,-6.888287331232101
HINDALCO_F1,16,150,0.01,0.008,5e-05,-13.072868821763295
HINDALCO_F1,2,200,0.01,0.008,5e-05,-4.380258755741428
HINDALCO_F1,3,200,0.01,0.008,5e-05,-11.370343560897734
HINDALCO_F1,4,200,0.01,0.008,5e-05,-3.991481986000156
HINDALCO_F1,6,200,0.01,0.008,5e-05,-7.20455103490667
HINDALCO_F1,8,200,0.01,0.008,5e-05,9.68486497579988
HINDALCO_F1,10,200,0.01,0.008,5e-05,15.716742749484581
HINDALCO_F1,12,200,0.01,0.008,5e-05,-9.0174157901319
HINDALCO_F1,14,200,0.01,0.008,5e-05,10.457925197934447
HINDALCO_F1,16,200,0.01,0.008,5e-05,0.23191662130550572
HINDALCO_F1,2,250,0.01,0.008,5e-05,20.722228769779207
HINDALCO_F1,3,250,0.01,0.008,5e-05,-7.889291434379853
HINDALCO_F1,4,250,0.01,0.008,5e-05,25.625309181509138
HINDALCO_F1,6,250,0.01,0.008,5e-05,-12.633999607315161
HINDALCO_F1,8,250,0.01,0.008,5e-05,7.249150608187138
HINDALCO_F1,10,250,0.01,0.008,5e-05,12.837489867447594
HINDALCO_F1,12,250,0.01,0.008,5e-05,6.776144112043547
HINDALCO_F1,14,250,0.01,0.008,5e-05,-0.9390404854148215
HINDALCO_F1,16,250,0.01,0.008,5e-05,-11.582487963202414
HINDALCO_F1,2,300,0.01,0.008,5e-05,-1.239573804559213
HINDALCO_F1,3,300,0.01,0.008,5e-05,20.398744987110295
HINDALCO_F1,4,300,0.01,0.008,5e-05,7.5144493985644045
HINDALCO_F1,6,300,0.01,0.008,5e-05,5.641673682152004
HINDALCO_F1,8,300,0.01,0.008,5e-05,7.738747790000278
HINDALCO_F1,10,300,0.01,0.008,5e-05,12.273885521689664
HINDALCO_F1,12,300,0.01,0.008,5e-05,6.677777987080447
HINDALCO_F1,14,300,0.01,0.008,5e-05,0.42447425201193045
HINDALCO_F1,16,300,0.01,0.008,5e-05,-4.7991575470112675
HINDALCO_F1,2,400,0.01,0.008,5e-05,-1.7043308696918835
HINDALCO_F1,3,400,0.01,0.008,5e-05,0.47079637895199866
HINDALCO_F1,4,400,0.01,0.008,5e-05,-10.656082689300096
HINDALCO_F1,6,400,0.01,0.008,5e-05,8.209082965249692
HINDALCO_F1,8,400,0.01,0.008,5e-05,-3.0435199846476024
HINDALCO_F1,10,400,0.01,0.008,5e-05,-8.060971532332061
HINDALCO_F1,12,400,0.01,0.008,5e-05,-9.205039669470915
HINDALCO_F1,14,400,0.01,0.008,5e-05,7.904986755397947
HINDALCO_F1,16,400,0.01,0.008,5e-05,-10.007889052768471
RELINFRA_F1,2,100,0.01,0.008,5e-05,16.27323331599342
RELINFRA_F1,3,100,0.01,0.008,5e-05,24.152695081088595
RELINFRA_F1,4,100,0.01,0.008,5e-05,13.264691129248973
RELINFRA_F1,6,100,0.01,0.008,5e-05,15.436799305030569
RELINFRA_F1,8,100,0.01,0.008,5e-05,10.844014079815478
RELINFRA_F1,10,100,0.01,0.008,5e-05,-9.968202673332627
RELINFRA_F1,12,100,0.01,0.008,5e-05,-2.7567406245524118
RELINFRA_F1,14,100,0.01,0.008,5e-05,-1.4637856497967339
RELINFRA_F1,16,100,0.01,0.008,5e-05,25.743601146079833
RELINFRA_F1,2,150,0.01,0.008,5e-05,-14.671073150085888
RELINFRA_F1,3,150,0.01,0.008,5e-05,14.982354951258126
RELINFRA_F1,4,150,0.01,0.008,5e-05,7.25095573465977
RELINFRA_F1,6,150,0.01,0.008,5e-05,3.579062764439511
RELINFRA_F1,8,150,0.01,0.008,5e-05,-10.575727107506705
RELINFRA_F1,10,150,0.01,0.008,5e-05,-7.923674699842009
RELINFRA_F1,12,150,0.01,0.008,5e-05,-6.388791955598805
RELINFRA_F1,14,150,0.01,0.008,5e-05,11.747413614531666
RELINFRA_F1,16,150,0.01,0.008,5e-05,3.166454803190044
RELINFRA_F1,2,200,0.01,0.008,5e-05,9.497383714043961
RELINFRA_F1,3,200,0.01,0.008,5e-05,-0.023309546143013282
RELINFRA_F1,4,200,0.01,0.008,5e-05,-4.0195882874551785
RELINFRA_F1,6,200,0.01,0.008,5e-05,16.167742027886
RELINFRA_F1,8,200,0.01,0.008,5e-05,15.127740037938885
RELINFRA_F1,10,200,0.01,0.008,5e-05,11.510515804198217
RELINFRA_F1,12,200,0.01,0.008,5e-05,8.711126922393554
RELINFRA_F1,14,200,0.01,0.008,5e-05,-8.002277231071343
RELINFRA_F1,16,200,0.01,0.008,5e-05,7.139489362350404
RELINFRA_F1,2,250,0.01,0.008,5e-05,-6.253752749170549
RELINFRA_F1,3,250,0.01,0.008,5e-05,-0.8304978466476376
RELINFRA_F1,4,250,0.01,0.008,5e-05,-15.29964001519295
RELINFRA_F1,6,250,0.01,0.008,5e-05,7.148244260077807
RELINFRA_F1,8,250,0.01,0.008,5e-05,-8.307896081636667
RELINFRA_F1,10,250,0.01,0.008,5e-05,-2.7304836386883635
RELINFRA_F1,12,250,0.01,0.008,5e-05,-24.435606475498773
RELINFRA_F1,14,250,0.01,0.008,5e-05,-8.343259390901848
RELINFRA_F1,16,250,0.01,0.008,5e-05,-7.913071278054562
RELINFRA_F1,2,300,0.01,0.008,5e-05,-7.461070587633523
RELINFRA_F1,3,300,0.01,0.008,5e-05,-0.6606445584334986
RELINFRA_F1,4,300,0.01,0.008,5e-05,-1.9061787174006528
RELINFRA_F1,6,300,0.01,0.008,5e-05,14.79967307552954
RELINFRA_F1,8,300,0.01,0.008,5e-05,-20.073950280145624
RELINFRA_F1,10,300,0.01,0.008,5e-05,-5.550315930502858
RELINFRA_F1,12,300,0.01,0.008,5e-05,2.312404280223901
RELINFRA_F1,14,300,0.01,0.008,5e-05,5.152118722489907
RELINFRA_F1,16,300,0.01,0.008,5e-05,-0.648289306938199
