timestamp,lp_1
2019-05-15 10:48:08,119.25
2019-05-15 10:48:08,119.25
2019-05-15 10:48:09,119.25
2019-05-15 10:48:10,119.25
2019-05-15 10:48:11,119.25
2019-05-15 10:48:12,119.25
2019-05-15 10:48:13,119.25
2019-05-15 10:48:13,119.25
2019-05-15 10:48:14,119.25
2019-05-15 10:48:16,119.25
2019-05-15 10:48:17,119.25
2019-05-15 10:48:18,119.25
2019-05-15 10:48:18,119.25
2019-05-15 10:48:20,119.2
2019-05-15 10:48:20,119.25
2019-05-15 10:48:21,119.25
2019-05-15 10:48:22,119.25
2019-05-15 10:48:24,119.25
2019-05-15 10:48:25,119.25
2019-05-15 10:48:26,119.25
2019-05-15 10:48:26,119.25
2019-05-15 10:48:27,119.25
2019-05-15 10:48:28,119.25
2019-05-15 10:48:29,119.2
2019-05-15 10:48:29,119.2
2019-05-15 10:48:30,119.2
2019-05-15 10:48:30,119.2
2019-05-15 10:48:32,119.25
2019-05-15 10:48:32,119.25
2019-05-15 10:48:33,119.25
2019-05-15 10:48:34,119.25
2019-05-15 10:48:35,119.05
2019-05-15 10:48:36,119.0
2019-05-15 10:48:37,118.95
2019-05-15 10:48:37,118.95
2019-05-15 10:48:38,118.95
2019-05-15 10:48:38,118.95
2019-05-15 10:48:40,118.8
2019-05-15 10:48:40,118.8
2019-05-15 10:48:42,118.7
2019-05-15 10:48:42,118.7
2019-05-15 10:48:43,118.7
2019-05-15 10:48:44,118.7
2019-05-15 10:48:45,118.7
2019-05-15 10:48:46,118.7
2019-05-15 10:48:46,118.7
2019-05-15 10:48:47,118.75
2019-05-15 10:48:47,118.75
2019-05-15 10:48:48,118.75
2019-05-15 10:48:49,118.9
2019-05-15 10:48:49,118.9
2019-05-15 10:48:50,118.9
2019-05-15 10:48:51,118.9
2019-05-15 10:48:52,118.85
2019-05-15 10:48:53,118.9
2019-05-15 10:48:53,118.9
2019-05-15 10:48:54,118.9
2019-05-15 10:48:55,118.75
2019-05-15 10:48:55,118.75
2019-05-15 10:48:56,118.9
2019-05-15 10:48:57,118.9
2019-05-15 10:48:58,118.8
2019-05-15 10:48:58,118.65
2019-05-15 10:49:00,118.85
2019-05-15 10:49:00,118.85
2019-05-15 10:49:02,118.85
2019-05-15 10:49:03,118.85
2019-05-15 10:49:03,118.85
2019-05-15 10:49:04,118.85
2019-05-15 10:49:04,118.85
2019-05-15 10:49:06,118.85
2019-05-15 10:49:07,118.85
2019-05-15 10:49:08,118.8
2019-05-15 10:49:09,118.8
2019-05-15 10:49:10,118.85
2019-05-15 10:49:10,118.7
2019-05-15 10:49:11,118.7
2019-05-15 10:49:12,118.7
2019-05-15 10:49:14,118.8
2019-05-15 10:49:14,118.8
2019-05-15 10:49:15,118.7
2019-05-15 10:49:15,118.85
2019-05-15 10:49:16,118.85
2019-05-15 10:49:18,118.85
2019-05-15 10:49:18,118.85
2019-05-15 10:49:19,118.85
2019-05-15 10:49:20,118.85
2019-05-15 10:49:21,118.85
2019-05-15 10:49:22,118.85
2019-05-15 10:49:23,118.8
2019-05-15 10:49:23,118.8
2019-05-15 10:49:24,118.8
2019-05-15 10:49:25,118.75
2019-05-15 10:49:26,118.75
2019-05-15 10:49:27,118.6
2019-05-15 10:49:28,118.7
2019-05-15 10:49:28,118.7
2019-05-15 10:49:29,118.7
2019-05-15 10:49:31,118.7
2019-05-15 10:49:31,118.7
2019-05-15 10:49:33,118.8
2019-05-15 10:49:33,118.8
2019-05-15 10:49:34,118.8
2019-05-15 10:49:35,118.75
2019-05-15 10:49:36,118.75
2019-05-15 10:49:37,118.9
2019-05-15 10:49:37,118.9
2019-05-15 10:49:38,118.8
2019-05-15 10:49:39,118.8
2019-05-15 10:49:40,118.85
2019-05-15 10:49:42,118.85
2019-05-15 10:49:42,118.95
2019-05-15 10:49:43,118.95
2019-05-15 10:49:44,118.95
2019-05-15 10:49:45,118.85
2019-05-15 10:49:46,118.85
2019-05-15 10:49:46,118.85
2019-05-15 10:49:47,118.85
2019-05-15 10:49:48,119.0
2019-05-15 10:49:49,119.0
2019-05-15 10:49:49,119.0
2019-05-15 10:49:51,118.95
2019-05-15 10:49:51,118.95
2019-05-15 10:49:52,118.95
2019-05-15 10:49:53,118.95
2019-05-15 10:49:54,119.05
2019-05-15 10:49:55,119.05
2019-05-15 10:49:55,119.05
2019-05-15 10:49:56,119.05
2019-05-15 10:49:57,119.05
2019-05-15 10:49:58,119.2
2019-05-15 10:50:00,119.2
2019-05-15 10:50:00,119.2
2019-05-15 10:50:02,119.25
2019-05-15 10:50:03,119.25
2019-05-15 10:50:04,119.25
2019-05-15 10:50:04,118.95
2019-05-15 10:50:05,118.95
2019-05-15 10:50:06,118.95
2019-05-15 10:50:07,118.95
2019-05-15 10:50:07,118.95
2019-05-15 10:50:08,118.85
2019-05-15 10:50:09,118.85
2019-05-15 10:50:09,118.95
2019-05-15 10:50:10,118.85
2019-05-15 10:50:11,118.85
2019-05-15 10:50:11,118.8
2019-05-15 10:50:12,118.8
2019-05-15 10:50:13,118.95
2019-05-15 10:50:14,118.95
2019-05-15 10:50:15,118.95
2019-05-15 10:50:16,118.95
2019-05-15 10:50:17,118.95
2019-05-15 10:50:17,119.0
2019-05-15 10:50:18,119.0
2019-05-15 10:50:18,119.0
2019-05-15 10:50:20,118.95
2019-05-15 10:50:20,118.95
2019-05-15 10:50:21,118.95
2019-05-15 10:50:22,119.0
2019-05-15 10:50:23,118.95
2019-05-15 10:50:24,118.95
2019-05-15 10:50:25,118.95
2019-05-15 10:50:27,118.95
2019-05-15 10:50:28,118.95
2019-05-15 10:50:29,118.95
2019-05-15 10:50:30,118.95
2019-05-15 10:50:31,118.95
2019-05-15 10:50:32,118.95
2019-05-15 10:50:33,119.0
2019-05-15 10:50:33,119.0
2019-05-15 10:50:34,119.0
2019-05-15 10:50:35,119.0
2019-05-15 10:50:35,119.0
