ST,LT,targetPercentage,stopLossPercentage,entryDifference,profitPercentage
1,200,0.0005,0.008,1e-05,-6.635150229457132
1,200,0.001,0.008,1e-05,-7.837261277693253
1,200,0.0015,0.008,1e-05,-8.40181245699332
1,200,0.002,0.008,1e-05,-10.369239105759664
1,200,0.0005,0.01,1e-05,-7.107199542674081
1,200,0.001,0.01,1e-05,-9.238897497493037
1,200,0.0015,0.01,1e-05,-9.50205501594935
1,200,0.002,0.01,1e-05,-12.10278599092307
1,200,0.0005,0.002,5e-05,-9.127684499083276
1,200,0.001,0.002,5e-05,-8.19906260708667
1,200,0.0015,0.002,5e-05,-5.06152090106724
1,200,0.002,0.002,5e-05,-7.610989490627529
1,200,0.0005,0.006,5e-05,-12.036527360147387
1,200,0.001,0.006,5e-05,-14.995231257605923
1,200,0.0015,0.006,5e-05,-11.04026075482576
1,200,0.002,0.006,5e-05,-14.072977975498713
1,200,0.0005,0.008,5e-05,-12.176682063910727
1,200,0.001,0.008,5e-05,-13.80271364222022
1,200,0.0015,0.008,5e-05,-10.691804186944687
1,200,0.002,0.008,5e-05,-13.364420056994962
1,200,0.0005,0.01,5e-05,-11.662352685820377
1,200,0.001,0.01,5e-05,-13.603695689876083
1,200,0.0015,0.01,5e-05,-12.726854508407094
1,200,0.002,0.01,5e-05,-15.455346612565368
1,200,0.0005,0.002,0.0001,-18.46749114106111
1,200,0.001,0.002,0.0001,-12.283881297289835
1,200,0.0015,0.002,0.0001,-5.488086151996607
1,200,0.002,0.002,0.0001,-5.679193599095466
1,200,0.0005,0.006,0.0001,-18.20230982737906
1,200,0.001,0.006,0.0001,-15.929620550088053
1,200,0.0015,0.006,0.0001,-7.933801166220189
1,200,0.002,0.006,0.0001,-11.969590893524861
1,200,0.0005,0.008,0.0001,-15.82938679398569
1,200,0.001,0.008,0.0001,-15.88055711663462
1,200,0.0015,0.008,0.0001,-7.792540685789595
1,200,0.002,0.008,0.0001,-10.040246980932043
1,200,0.0005,0.01,0.0001,-16.112914363351415
1,200,0.001,0.01,0.0001,-15.541807166045608
1,200,0.0015,0.01,0.0001,-10.78187766149532
1,200,0.002,0.01,0.0001,-13.46504833275567
1,200,0.0005,0.002,0.0002,-26.50178810913696
1,200,0.001,0.002,0.0002,-17.793485021709156
1,200,0.0015,0.002,0.0002,-12.938605684816572
1,200,0.002,0.002,0.0002,-10.163913864753148
1,200,0.0005,0.006,0.0002,-27.899599572879463
1,200,0.001,0.006,0.0002,-21.86617827259957
1,200,0.0015,0.006,0.0002,-17.71477520093282
1,200,0.002,0.006,0.0002,-16.316117415582987
1,200,0.0005,0.008,0.0002,-23.746640524419714
1,200,0.001,0.008,0.0002,-19.115930937967683
1,200,0.0015,0.008,0.0002,-11.759296168691192
1,200,0.002,0.008,0.0002,-11.79380332183425
1,200,0.0005,0.01,0.0002,-26.96830327909182
1,200,0.001,0.01,0.0002,-20.400880918451712
1,200,0.0015,0.01,0.0002,-15.904148635778348
1,200,0.002,0.01,0.0002,-17.666488398456437
4,200,0.0005,0.002,1e-05,-3.088577140990356
4,200,0.001,0.002,1e-05,-3.319925133761903
4,200,0.0015,0.002,1e-05,-2.726926747393732
4,200,0.002,0.002,1e-05,-2.5363355677725297
4,200,0.0005,0.006,1e-05,-1.1466419410221085
4,200,0.001,0.006,1e-05,-2.7694470454674214
4,200,0.0015,0.006,1e-05,-2.459086125487131
4,200,0.002,0.006,1e-05,-1.4492777244486943
4,200,0.0005,0.008,1e-05,-1.0224734231814914
4,200,0.001,0.008,1e-05,-3.7458436297208686
4,200,0.0015,0.008,1e-05,-4.1657116419380635
4,200,0.002,0.008,1e-05,-2.9876875975183848
4,200,0.0005,0.01,1e-05,-1.6424635304001511
4,200,0.001,0.01,1e-05,-4.049622734001246
4,200,0.0015,0.01,1e-05,-4.788522290771946
4,200,0.002,0.01,1e-05,-3.2360990958365865
4,200,0.0005,0.002,5e-05,-11.230521181869346
4,200,0.001,0.002,5e-05,-10.438506754444388
4,200,0.0015,0.002,5e-05,-10.554919806770934
4,200,0.002,0.002,5e-05,-9.674523707228854
4,200,0.0005,0.006,5e-05,-11.140046095903976
4,200,0.001,0.006,5e-05,-11.085199117535705
4,200,0.0015,0.006,5e-05,-11.942858419229974
4,200,0.002,0.006,5e-05,-13.743503239074107
4,200,0.0005,0.008,5e-05,-11.6224347323578
4,200,0.001,0.008,5e-05,-12.571308144925874
4,200,0.0015,0.008,5e-05,-13.37338535623429
4,200,0.002,0.008,5e-05,-16.686608040410235
4,200,0.0005,0.01,5e-05,-9.445498321366507
4,200,0.001,0.01,5e-05,-11.641410090682713
4,200,0.0015,0.01,5e-05,-12.489916614189255
4,200,0.002,0.01,5e-05,-16.429884268319817
4,200,0.0005,0.002,0.0001,-17.14254140024498
4,200,0.001,0.002,0.0001,-14.465097559567264
4,200,0.0015,0.002,0.0001,-13.454355074186285
4,200,0.002,0.002,0.0001,-13.004997863944878
4,200,0.0005,0.006,0.0001,-14.548439190704176
4,200,0.001,0.006,0.0001,-13.70054202291826
4,200,0.0015,0.006,0.0001,-11.177308200968072
4,200,0.002,0.006,0.0001,-12.537584579507687
4,200,0.0005,0.008,0.0001,-12.815836202230301
4,200,0.001,0.008,0.0001,-13.158378854983543
4,200,0.0015,0.008,0.0001,-10.029306661397118
4,200,0.002,0.008,0.0001,-11.507899392080546
4,200,0.0005,0.01,0.0001,-14.368636223581554
4,200,0.001,0.01,0.0001,-16.09938897164451
4,200,0.0015,0.01,0.0001,-13.843962035418844
4,200,0.002,0.01,0.0001,-15.351476579141066
4,200,0.0005,0.002,0.0002,-25.276835430496515
4,200,0.001,0.002,0.0002,-25.058689515808965
4,200,0.0015,0.002,0.0002,-21.412422130247567
4,200,0.002,0.002,0.0002,-19.521765821410597
4,200,0.0005,0.006,0.0002,-24.13498260352258
4,200,0.001,0.006,0.0002,-26.764582121664937
4,200,0.0015,0.006,0.0002,-23.107289952830833
4,200,0.002,0.006,0.0002,-21.128514940396638
4,200,0.0005,0.008,0.0002,-24.760928005727212
4,200,0.001,0.008,0.0002,-27.36379980518867
4,200,0.0015,0.008,0.0002,-24.528067861221803
4,200,0.002,0.008,0.0002,-21.66043659791378
4,200,0.0005,0.01,0.0002,-27.885832146544164
4,200,0.001,0.01,0.0002,-31.98907380428696
4,200,0.0015,0.01,0.0002,-29.428927812931803
4,200,0.002,0.01,0.0002,-26.799870550589
12,200,0.0005,0.002,1e-05,-2.9523033467388937
12,200,0.001,0.002,1e-05,-2.21972851136083
12,200,0.0015,0.002,1e-05,-3.1348103397610183
12,200,0.002,0.002,1e-05,-3.7965561749806143
12,200,0.0005,0.006,1e-05,-3.578259541458184
12,200,0.001,0.006,1e-05,-3.0092490472268807
12,200,0.0015,0.006,1e-05,-4.848851511000529
12,200,0.002,0.006,1e-05,-4.147110985597369
12,200,0.0005,0.008,1e-05,-5.106454081142886
12,200,0.001,0.008,1e-05,-5.309885806907843
12,200,0.0015,0.008,1e-05,-6.090334420456478
12,200,0.002,0.008,1e-05,-4.39891508260899
12,200,0.0005,0.01,1e-05,-4.066743386904381
12,200,0.001,0.01,1e-05,-4.340317826569551
12,200,0.0015,0.01,1e-05,-5.41632087095728
12,200,0.002,0.01,1e-05,-4.030667386688657
12,200,0.0005,0.002,5e-05,-10.263589506710069
12,200,0.001,0.002,5e-05,-9.264996546962024
12,200,0.0015,0.002,5e-05,-9.029628590184391
12,200,0.002,0.002,5e-05,-9.16292861949003
12,200,0.0005,0.006,5e-05,-10.028183696799807
12,200,0.001,0.006,5e-05,-10.214419441074984
12,200,0.0015,0.006,5e-05,-7.953587379781457
12,200,0.002,0.006,5e-05,-10.21140148447146
12,200,0.0005,0.008,5e-05,-13.759692635511456
12,200,0.001,0.008,5e-05,-12.614953163958143
12,200,0.0015,0.008,5e-05,-8.122871415375943
12,200,0.002,0.008,5e-05,-9.950037698666359
12,200,0.0005,0.01,5e-05,-14.655416954159561
12,200,0.001,0.01,5e-05,-13.083678432878044
12,200,0.0015,0.01,5e-05,-9.326687887221329
12,200,0.002,0.01,5e-05,-10.764357928919354
12,200,0.0005,0.002,0.0001,-18.3702977781834
12,200,0.001,0.002,0.0001,-16.288137821435246
12,200,0.0015,0.002,0.0001,-16.749454001015096
12,200,0.002,0.002,0.0001,-17.132727623027844
12,200,0.0005,0.006,0.0001,-19.98698828633674
12,200,0.001,0.006,0.0001,-18.698831170982043
12,200,0.0015,0.006,0.0001,-15.728085044154405
12,200,0.002,0.006,0.0001,-15.210728926152017
12,200,0.0005,0.008,0.0001,-21.97155123424602
12,200,0.001,0.008,0.0001,-18.517002648712367
12,200,0.0015,0.008,0.0001,-15.38482412684463
12,200,0.002,0.008,0.0001,-13.238482783964011
12,200,0.0005,0.01,0.0001,-20.469355001859068
12,200,0.001,0.01,0.0001,-18.429867276551803
12,200,0.0015,0.01,0.0001,-15.26279487744474
12,200,0.002,0.01,0.0001,-12.710853520096354
12,200,0.0005,0.002,0.0002,-19.264121919571974
12,200,0.001,0.002,0.0002,-17.50055812462613
12,200,0.0015,0.002,0.0002,-17.489479022576337
12,200,0.002,0.002,0.0002,-15.236747670422368
12,200,0.0005,0.006,0.0002,-20.611275935636975
12,200,0.001,0.006,0.0002,-18.72516868649454
12,200,0.0015,0.006,0.0002,-16.579206000879477
12,200,0.002,0.006,0.0002,-15.417156823538214
12,200,0.0005,0.008,0.0002,-23.559764085147393
12,200,0.001,0.008,0.0002,-20.760993637669124
12,200,0.0015,0.008,0.0002,-18.093744862613615
12,200,0.002,0.008,0.0002,-14.50520058369179
12,200,0.0005,0.01,0.0002,-21.632257533185083
12,200,0.001,0.01,0.0002,-20.246016018068936
12,200,0.0015,0.01,0.0002,-18.07279977401961
12,200,0.002,0.01,0.0002,-13.959253507846704
20,200,0.0005,0.002,1e-05,-4.8974188706122685
20,200,0.001,0.002,1e-05,-4.17524623446498
20,200,0.0015,0.002,1e-05,-3.1819617885699536
20,200,0.002,0.002,1e-05,-2.9127492439301017
20,200,0.0005,0.006,1e-05,-4.057013783862695
20,200,0.001,0.006,1e-05,-1.4906909972262183
20,200,0.0015,0.006,1e-05,-1.4245197957322375
20,200,0.002,0.006,1e-05,-0.1663176257406973
20,200,0.0005,0.008,1e-05,-4.102323934634688
20,200,0.001,0.008,1e-05,-1.5450425479497154
20,200,0.0015,0.008,1e-05,-2.1249163221965017
20,200,0.002,0.008,1e-05,-1.0227959327584468
20,200,0.0005,0.01,1e-05,-5.441019844218498
20,200,0.001,0.01,1e-05,-3.3001292095978463
20,200,0.0015,0.01,1e-05,-2.9107047376303763
20,200,0.002,0.01,1e-05,-1.9627907874295691
20,200,0.0005,0.002,5e-05,-8.904073561416892
20,200,0.001,0.002,5e-05,-6.332672564563591
20,200,0.0015,0.002,5e-05,-5.930143900268991
20,200,0.002,0.002,5e-05,-6.472238032650779
20,200,0.0005,0.006,5e-05,-11.784332792821917
20,200,0.001,0.006,5e-05,-8.216629740816629
20,200,0.0015,0.006,5e-05,-8.61955190106607
20,200,0.002,0.006,5e-05,-11.162713148333125
20,200,0.0005,0.008,5e-05,-13.269533917961663
20,200,0.001,0.008,5e-05,-10.721357998321457
20,200,0.0015,0.008,5e-05,-10.6739569150756
20,200,0.002,0.008,5e-05,-11.730376143442333
20,200,0.0005,0.01,5e-05,-15.74531018179729
20,200,0.001,0.01,5e-05,-14.686127650108617
20,200,0.0015,0.01,5e-05,-16.158591597582618
20,200,0.002,0.01,5e-05,-16.794855113981168
20,200,0.0005,0.002,0.0001,-15.594814034439853
20,200,0.001,0.002,0.0001,-10.912024683115362
20,200,0.0015,0.002,0.0001,-10.243993615113101
20,200,0.002,0.002,0.0001,-11.449635873026654
20,200,0.0005,0.006,0.0001,-15.443332765230533
20,200,0.001,0.006,0.0001,-10.295709640110628
20,200,0.0015,0.006,0.0001,-10.30630452806296
20,200,0.002,0.006,0.0001,-11.693934728203036
20,200,0.0005,0.008,0.0001,-16.408390097683835
20,200,0.001,0.008,0.0001,-11.65900623226256
20,200,0.0015,0.008,0.0001,-11.929604730267707
20,200,0.002,0.008,0.0001,-10.322221617904837
20,200,0.0005,0.01,0.0001,-18.533448519625118
20,200,0.001,0.01,0.0001,-15.533418475623517
20,200,0.0015,0.01,0.0001,-17.107972921781812
20,200,0.002,0.01,0.0001,-15.181660932369734
20,200,0.0005,0.002,0.0002,-22.210866534293682
20,200,0.001,0.002,0.0002,-16.96639482648511
20,200,0.0015,0.002,0.0002,-13.112637080212208
20,200,0.002,0.002,0.0002,-12.715724339449885
20,200,0.0005,0.006,0.0002,-22.34613246649304
20,200,0.001,0.006,0.0002,-15.725477309466662
20,200,0.0015,0.006,0.0002,-16.260507996386607
20,200,0.002,0.006,0.0002,-18.936054955525094
20,200,0.0005,0.008,0.0002,-19.80393786039426
20,200,0.001,0.008,0.0002,-14.096011705994426
20,200,0.0015,0.008,0.0002,-14.445613395735524
20,200,0.002,0.008,0.0002,-13.715234732749925
20,200,0.0005,0.01,0.0002,-21.923549864364034
20,200,0.001,0.01,0.0002,-16.828513999386463
20,200,0.0015,0.01,0.0002,-17.752590695784576
20,200,0.002,0.01,0.0002,-18.333078227923473
1,500,0.0005,0.002,1e-05,-1.005512487410909
1,500,0.001,0.002,1e-05,-0.27730999048883875
1,500,0.0015,0.002,1e-05,-0.9411172040295623
1,500,0.002,0.002,1e-05,0.022196429922893834
1,500,0.0005,0.006,1e-05,-0.20789427093871327
1,500,0.001,0.006,1e-05,-0.3321268934005528
1,500,0.0015,0.006,1e-05,-0.37393291242691085
1,500,0.002,0.006,1e-05,0.7299294669766754
1,500,0.0005,0.008,1e-05,0.04014676706625142
1,500,0.001,0.008,1e-05,-0.43839732366725004
1,500,0.0015,0.008,1e-05,-0.8719413341438553
1,500,0.002,0.008,1e-05,-0.21834163349737645
1,500,0.0005,0.01,1e-05,0.03223604685649306
1,500,0.001,0.01,1e-05,-0.843802079364353
1,500,0.0015,0.01,1e-05,-1.6905916572444335
1,500,0.002,0.01,1e-05,-0.912952276215484
1,500,0.0005,0.002,5e-05,-5.935475762697029
1,500,0.001,0.002,5e-05,-5.244251799942368
1,500,0.0015,0.002,5e-05,-4.962504398523915
1,500,0.002,0.002,5e-05,-5.6757460404843085
1,500,0.0005,0.006,5e-05,-4.4605319612864625
1,500,0.001,0.006,5e-05,-4.491532844425339
1,500,0.0015,0.006,5e-05,-5.858861946942606
1,500,0.002,0.006,5e-05,-8.10298783409743
1,500,0.0005,0.008,5e-05,-1.8677156071843948
1,500,0.001,0.008,5e-05,-1.0051476605171583
1,500,0.0015,0.008,5e-05,-2.027666231835834
1,500,0.002,0.008,5e-05,-5.15436488667862
1,500,0.0005,0.01,5e-05,-2.0856281810798127
1,500,0.001,0.01,5e-05,-1.6659834805857865
1,500,0.0015,0.01,5e-05,-3.239269144608259
1,500,0.002,0.01,5e-05,-6.899023695649797
1,500,0.0005,0.002,0.0001,-7.79744330837474
1,500,0.001,0.002,0.0001,-8.417104891949522
1,500,0.0015,0.002,0.0001,-9.07191649675083
1,500,0.002,0.002,0.0001,-9.98990585585905
1,500,0.0005,0.006,0.0001,-8.689923877336614
1,500,0.001,0.006,0.0001,-10.457437950908533
1,500,0.0015,0.006,0.0001,-14.150115959525767
1,500,0.002,0.006,0.0001,-16.248761052146943
1,500,0.0005,0.008,0.0001,-6.04826653087136
1,500,0.001,0.008,0.0001,-4.404831556472977
1,500,0.0015,0.008,0.0001,-7.978665188024047
1,500,0.002,0.008,0.0001,-10.62057941995197
1,500,0.0005,0.01,0.0001,-6.471633900305351
1,500,0.001,0.01,0.0001,-5.172289373706384
1,500,0.0015,0.01,0.0001,-8.779178599181082
1,500,0.002,0.01,0.0001,-12.026855093839528
1,500,0.0005,0.002,0.0002,-15.7322841697077
1,500,0.001,0.002,0.0002,-15.409570377099458
1,500,0.0015,0.002,0.0002,-16.21140890935723
1,500,0.002,0.002,0.0002,-15.996695832605868
1,500,0.0005,0.006,0.0002,-15.841643204315659
1,500,0.001,0.006,0.0002,-15.670174127511494
1,500,0.0015,0.006,0.0002,-13.890480781103298
1,500,0.002,0.006,0.0002,-14.813081459328547
1,500,0.0005,0.008,0.0002,-11.172560622990302
1,500,0.001,0.008,0.0002,-9.436301515140155
1,500,0.0015,0.008,0.0002,-9.904060681476635
1,500,0.002,0.008,0.0002,-11.299213727156342
1,500,0.0005,0.01,0.0002,-11.26873616891466
1,500,0.001,0.01,0.0002,-10.324778945627555
1,500,0.0015,0.01,0.0002,-9.405937055424662
1,500,0.002,0.01,0.0002,-11.79749599667127
4,500,0.0005,0.002,1e-05,-1.0642639900868334
4,500,0.001,0.002,1e-05,-1.5110302583964952
4,500,0.0015,0.002,1e-05,-1.2704786436587567
4,500,0.002,0.002,1e-05,-1.3409373309370642
4,500,0.0005,0.006,1e-05,-2.8280183383147417
4,500,0.001,0.006,1e-05,-2.941742006540915
4,500,0.0015,0.006,1e-05,-2.522606752309542
4,500,0.002,0.006,1e-05,-2.9219352873768867
4,500,0.0005,0.008,1e-05,-3.391865294149088
4,500,0.001,0.008,1e-05,-2.773273489776762
4,500,0.0015,0.008,1e-05,-2.5499222732238813
4,500,0.002,0.008,1e-05,-3.1250204451994223
4,500,0.0005,0.01,1e-05,-3.8051536798023866
4,500,0.001,0.01,1e-05,-3.3844306107251976
4,500,0.0015,0.01,1e-05,-3.3577596556970013
4,500,0.002,0.01,1e-05,-4.3151645858813374
4,500,0.0005,0.002,5e-05,-5.721029907068365
4,500,0.001,0.002,5e-05,-5.54145812340614
4,500,0.0015,0.002,5e-05,-4.69217431191672
4,500,0.002,0.002,5e-05,-5.577292192990169
4,500,0.0005,0.006,5e-05,-9.315685858156385
4,500,0.001,0.006,5e-05,-9.143917300006754
4,500,0.0015,0.006,5e-05,-6.742469085209013
4,500,0.002,0.006,5e-05,-7.7654859334357
4,500,0.0005,0.008,5e-05,-10.493096608207896
4,500,0.001,0.008,5e-05,-8.353712160523441
4,500,0.0015,0.008,5e-05,-6.123142860432584
4,500,0.002,0.008,5e-05,-7.612090375060476
4,500,0.0005,0.01,5e-05,-11.822416493529019
4,500,0.001,0.01,5e-05,-10.654049344230799
4,500,0.0015,0.01,5e-05,-8.848204368360669
4,500,0.002,0.01,5e-05,-9.933263513888457
4,500,0.0005,0.002,0.0001,-9.840083353022866
4,500,0.001,0.002,0.0001,-10.73361024007735
4,500,0.0015,0.002,0.0001,-10.54028273587926
4,500,0.002,0.002,0.0001,-11.414033900217046
4,500,0.0005,0.006,0.0001,-14.468916557415312
4,500,0.001,0.006,0.0001,-12.210153914465183
4,500,0.0015,0.006,0.0001,-8.411864069072639
4,500,0.002,0.006,0.0001,-8.891994266258596
4,500,0.0005,0.008,0.0001,-14.134743972293561
4,500,0.001,0.008,0.0001,-9.540661405123807
4,500,0.0015,0.008,0.0001,-5.666759402906674
4,500,0.002,0.008,0.0001,-6.529493569723444
4,500,0.0005,0.01,0.0001,-15.887407205827719
4,500,0.001,0.01,0.0001,-11.487581272072644
4,500,0.0015,0.01,0.0001,-8.02290092411294
4,500,0.002,0.01,0.0001,-9.511398432315787
4,500,0.0005,0.002,0.0002,-17.011684727881438
4,500,0.001,0.002,0.0002,-15.47071255992617
4,500,0.0015,0.002,0.0002,-13.22444251248578
4,500,0.002,0.002,0.0002,-15.028000374379658
4,500,0.0005,0.006,0.0002,-18.278488030506722
4,500,0.001,0.006,0.0002,-14.158515428368313
4,500,0.0015,0.006,0.0002,-11.91531206580586
4,500,0.002,0.006,0.0002,-13.012827606956279
4,500,0.0005,0.008,0.0002,-18.05726495918082
4,500,0.001,0.008,0.0002,-13.228316992656131
4,500,0.0015,0.008,0.0002,-8.757475993074681
4,500,0.002,0.008,0.0002,-10.797932443978986
4,500,0.0005,0.01,0.0002,-18.60740330547338
4,500,0.001,0.01,0.0002,-14.024774226231207
4,500,0.0015,0.01,0.0002,-10.188230052162982
4,500,0.002,0.01,0.0002,-10.718275836049552
12,500,0.0005,0.002,1e-05,-2.894459063130328
12,500,0.001,0.002,1e-05,-2.7772912399329663
12,500,0.0015,0.002,1e-05,-2.5713924539936928
12,500,0.002,0.002,1e-05,-1.9320610902284208
12,500,0.0005,0.006,1e-05,-2.939628933476912
12,500,0.001,0.006,1e-05,-4.357786929845908
12,500,0.0015,0.006,1e-05,-4.453035891259615
12,500,0.002,0.006,1e-05,-5.462031030232028
12,500,0.0005,0.008,1e-05,-3.018031408112609
12,500,0.001,0.008,1e-05,-4.922262240284447
12,500,0.0015,0.008,1e-05,-4.670859484347489
12,500,0.002,0.008,1e-05,-6.05418481373412
12,500,0.0005,0.01,1e-05,-3.7493195993250628
12,500,0.001,0.01,1e-05,-6.398020209935041
12,500,0.0015,0.01,1e-05,-6.336397653517634
12,500,0.002,0.01,1e-05,-7.567464844022542
12,500,0.0005,0.002,5e-05,-6.054964193189772
12,500,0.001,0.002,5e-05,-3.840029243289511
12,500,0.0015,0.002,5e-05,-4.699427968684056
12,500,0.002,0.002,5e-05,-3.0962327574711734
12,500,0.0005,0.006,5e-05,-6.762240148962806
12,500,0.001,0.006,5e-05,-5.5567241874884825
12,500,0.0015,0.006,5e-05,-4.379823280371609
12,500,0.002,0.006,5e-05,-6.384792654066529
12,500,0.0005,0.008,5e-05,-6.143646475348296
12,500,0.001,0.008,5e-05,-4.734646681598531
12,500,0.0015,0.008,5e-05,-2.937056441080965
12,500,0.002,0.008,5e-05,-4.55027736155923
12,500,0.0005,0.01,5e-05,-7.562677292797881
12,500,0.001,0.01,5e-05,-7.113835449779904
12,500,0.0015,0.01,5e-05,-4.020322664049713
12,500,0.002,0.01,5e-05,-5.628056017425143
12,500,0.0005,0.002,0.0001,-7.99280667802803
12,500,0.001,0.002,0.0001,-6.848548233588991
12,500,0.0015,0.002,0.0001,-9.236094663217232
12,500,0.002,0.002,0.0001,-5.1797427400631975
12,500,0.0005,0.006,0.0001,-8.658318803382825
12,500,0.001,0.006,0.0001,-7.0356005022040975
12,500,0.0015,0.006,0.0001,-7.8291391577383855
12,500,0.002,0.006,0.0001,-5.665613921744517
12,500,0.0005,0.008,0.0001,-8.733151743181367
12,500,0.001,0.008,0.0001,-6.055338477512729
12,500,0.0015,0.008,0.0001,-5.97299691532216
12,500,0.002,0.008,0.0001,-2.6457597752946094
12,500,0.0005,0.01,0.0001,-9.34582202949853
12,500,0.001,0.01,0.0001,-7.8639861817313195
12,500,0.0015,0.01,0.0001,-8.15969273398366
12,500,0.002,0.01,0.0001,-2.9726376486694073
12,500,0.0005,0.002,0.0002,-13.722441396422214
12,500,0.001,0.002,0.0002,-11.884339015528923
12,500,0.0015,0.002,0.0002,-13.85229024282979
12,500,0.002,0.002,0.0002,-9.70763809016698
12,500,0.0005,0.006,0.0002,-14.872325501640338
12,500,0.001,0.006,0.0002,-11.157561948428175
12,500,0.0015,0.006,0.0002,-13.772125295558247
12,500,0.002,0.006,0.0002,-9.960263312539874
12,500,0.0005,0.008,0.0002,-12.286037844768604
12,500,0.001,0.008,0.0002,-10.164226955833133
12,500,0.0015,0.008,0.0002,-9.799120635690917
12,500,0.002,0.008,0.0002,-4.208615117272374
12,500,0.0005,0.01,0.0002,-12.319398082513544
12,500,0.001,0.01,0.0002,-10.745112832317238
12,500,0.0015,0.01,0.0002,-9.918060301191423
12,500,0.002,0.01,0.0002,-1.5892688551078282
20,500,0.0005,0.002,1e-05,-1.6175388798495338
20,500,0.001,0.002,1e-05,-2.431192027884632
20,500,0.0015,0.002,1e-05,-2.0004191223412793
20,500,0.002,0.002,1e-05,-2.3307158553692364
20,500,0.0005,0.006,1e-05,-0.5771131706309274
20,500,0.001,0.006,1e-05,-2.5070647309722305
20,500,0.0015,0.006,1e-05,-1.6774930743838512
20,500,0.002,0.006,1e-05,0.3396648474536912
20,500,0.0005,0.008,1e-05,-1.1706292144248565
20,500,0.001,0.008,1e-05,-2.3556736607760698
20,500,0.0015,0.008,1e-05,-0.9515981023781261
20,500,0.002,0.008,1e-05,0.595891581635466
20,500,0.0005,0.01,1e-05,-0.4811711703362809
20,500,0.001,0.01,1e-05,-2.070636756455202
20,500,0.0015,0.01,1e-05,-0.4149242689623578
20,500,0.002,0.01,1e-05,1.1916321163999877
20,500,0.0005,0.002,5e-05,-5.7011213932098626
20,500,0.001,0.002,5e-05,-6.053699256276868
20,500,0.0015,0.002,5e-05,-5.416790971606622
20,500,0.002,0.002,5e-05,-5.197588380976215
20,500,0.0005,0.006,5e-05,-2.4575223774171318
20,500,0.001,0.006,5e-05,-2.0399268973251172
20,500,0.0015,0.006,5e-05,-2.5978881825782785
20,500,0.002,0.006,5e-05,0.3873766422217706
20,500,0.0005,0.008,5e-05,-1.7531689926049143
20,500,0.001,0.008,5e-05,-0.08750479372779951
20,500,0.0015,0.008,5e-05,1.7497592302788467
20,500,0.002,0.008,5e-05,3.837142862899734
20,500,0.0005,0.01,5e-05,-1.5115860599815734
20,500,0.001,0.01,5e-05,0.8463402369465189
20,500,0.0015,0.01,5e-05,2.524957346897594
20,500,0.002,0.01,5e-05,4.416212946279319
20,500,0.0005,0.002,0.0001,-10.123324495014707
20,500,0.001,0.002,0.0001,-9.260061114132679
20,500,0.0015,0.002,0.0001,-6.898963162379834
20,500,0.002,0.002,0.0001,-5.105810111630927
20,500,0.0005,0.006,0.0001,-9.273998561014619
20,500,0.001,0.006,0.0001,-9.630736923113359
20,500,0.0015,0.006,0.0001,-7.270403428323402
20,500,0.002,0.006,0.0001,-2.2392233565694974
20,500,0.0005,0.008,0.0001,-9.708494910207
20,500,0.001,0.008,0.0001,-5.300105874378946
20,500,0.0015,0.008,0.0001,-2.4720608566306534
20,500,0.002,0.008,0.0001,1.4511022498921555
20,500,0.0005,0.01,0.0001,-8.93434754043706
20,500,0.001,0.01,0.0001,-6.278387127420659
20,500,0.0015,0.01,0.0001,-2.6537590742716666
20,500,0.002,0.01,0.0001,0.815291894784087
20,500,0.0005,0.002,0.0002,-16.901492993148935
20,500,0.001,0.002,0.0002,-14.457793100685446
20,500,0.0015,0.002,0.0002,-12.104929998337877
20,500,0.002,0.002,0.0002,-10.623587885379028
20,500,0.0005,0.006,0.0002,-13.03382792512986
20,500,0.001,0.006,0.0002,-11.355025965804987
20,500,0.0015,0.006,0.0002,-12.250429759420001
20,500,0.002,0.006,0.0002,-4.402870125011393
20,500,0.0005,0.008,0.0002,-13.132597135958957
20,500,0.001,0.008,0.0002,-7.531975650072309
20,500,0.0015,0.008,0.0002,-8.796300152745207
20,500,0.002,0.008,0.0002,-1.118469269166178
20,500,0.0005,0.01,0.0002,-12.063800878038478
20,500,0.001,0.01,0.0002,-7.600170478949886
20,500,0.0015,0.01,0.0002,-7.871517067314738
20,500,0.002,0.01,0.0002,0.003998111830849638
